"idno";"intnum";"start";"unlikelystart";"end";"unlikelyend"
2234;119;2021-09-24 18:25:00;"";2021-09-24 19:03:00;""
2235;119;2021-09-16 18:44:00;"";2021-09-16 19:39:00;""
2236;119;2021-09-17 18:28:00;"";2021-09-17 19:24:00;""
2238;119;2021-09-16 20:42:00;"";2021-09-16 21:37:00;""
2240;211;2021-08-09 13:45:00;"";2021-08-09 14:43:00;""
2241;211;2021-08-11 16:36:00;"";2021-08-11 17:46:00;""
2243;211;2021-08-06 18:55:00;"";2021-08-06 20:11:00;""
2244;211;2021-08-05 21:41:00;"";2021-08-05 22:30:00;""
2245;131;2021-09-07 14:36:00;"";2021-09-07 15:11:00;""
2246;131;2021-09-04 19:16:00;"";2021-09-04 20:45:00;""
2248;131;2021-09-04 21:27:00;"";2021-09-04 22:27:00;""
2251;147;2021-08-07 18:30:00;"";2021-08-07 19:12:00;""
2252;147;2021-08-13 18:52:00;"";2021-08-13 19:29:00;""
2255;147;2021-08-09 18:54:00;"";2021-08-09 19:23:00;""
2256;147;2021-08-14 20:01:00;"";2021-08-14 21:06:00;""
2257;161;2021-08-04 12:36:00;"";2021-08-04 13:14:00;""
2258;161;2021-08-08 15:25:00;"";2021-08-08 16:09:00;""
2259;161;2021-07-30 18:06:00;"";2021-07-30 18:45:00;""
2260;161;2021-08-01 21:21:00;"";2021-08-01 22:11:00;""
2261;161;2021-08-05 14:51:00;"";2021-08-05 15:52:00;""
2265;10;2021-08-05 18:33:00;"";2021-08-05 19:52:00;""
2267;10;2021-08-09 14:20:00;"";2021-08-09 15:21:00;""
2268;10;2021-08-09 15:54:00;"";2021-08-09 16:37:00;""
2269;77;2021-08-04 11:03:00;"";2021-08-04 12:01:00;""
2271;77;2021-08-09 09:30:00;"";2021-08-09 10:22:00;""
2272;77;2021-08-09 12:08:00;"";2021-08-09 12:50:00;""
2274;77;2021-08-04 14:22:00;"";2021-08-04 15:07:00;""
2275;116;2021-07-10 13:03:00;"";2021-07-10 13:49:00;""
2276;116;2021-07-12 11:29:00;"";2021-07-12 12:05:00;""
2277;116;2021-07-09 15:54:00;"";2021-07-09 16:53:00;""
2278;116;2021-07-11 17:13:00;"";2021-07-11 18:03:00;""
2279;116;2021-07-17 16:56:00;"";2021-07-17 17:59:00;""
2280;116;2021-07-08 16:19:00;"";2021-07-08 17:08:00;""
2281;112;2021-07-14 17:21:00;"";2021-07-14 18:01:00;""
2282;112;2021-07-13 11:53:00;"";2021-07-13 12:42:00;""
2283;112;2021-07-21 19:22:00;"";2021-07-21 20:14:00;""
2285;112;2021-07-13 13:31:00;"";2021-07-13 14:35:00;""
2287;127;2021-07-25 19:39:00;"";2021-07-25 20:36:00;""
2288;127;2021-07-24 16:27:00;"";2021-07-24 17:20:00;""
2289;127;2021-07-24 18:40:00;"";2021-07-24 19:47:00;""
2290;127;2021-07-23 16:49:00;"";2021-07-23 17:57:00;""
2291;127;2021-07-27 18:58:00;"";2021-07-27 19:43:00;""
2293;166;2021-08-03 20:31:00;"";2021-08-03 21:51:00;""
2294;166;2021-08-02 16:48:00;"";2021-08-02 17:59:00;""
2297;166;2021-08-01 21:46:00;"";2021-08-01 22:45:00;""
2298;166;2021-07-31 16:54:00;"";2021-07-31 17:52:00;""
2300;124;2021-09-19 12:41:00;"";2021-09-19 13:24:00;""
2301;124;2021-09-14 20:11:00;"";2021-09-14 21:13:00;""
2302;124;2021-09-18 10:51:00;"";2021-09-18 11:27:00;""
2303;124;2021-09-20 12:56:00;"";2021-09-20 13:35:00;""
2304;124;2021-09-19 14:20:00;"";2021-09-19 14:59:00;""
2305;157;2021-08-09 10:16:00;"";2021-08-09 11:18:00;""
2307;157;2021-08-06 16:57:00;"";2021-08-06 17:45:00;""
2310;157;2021-08-08 16:19:00;"";2021-08-08 17:18:00;""
2311;176;2021-09-17 15:26:00;"";2021-09-17 16:24:00;""
2312;176;2021-09-13 19:04:00;"";2021-09-13 19:59:00;""
2313;176;2021-09-14 17:16:00;"";2021-09-14 18:12:00;""
2314;176;2021-09-18 18:34:00;"";2021-09-18 19:18:00;""
2315;176;2021-09-17 17:35:00;"";2021-09-17 18:37:00;""
2316;176;2021-09-15 09:32:00;"";2021-09-15 10:37:00;""
2317;159;2021-07-24 12:15:00;"";2021-07-24 13:17:00;""
2318;159;2021-07-26 16:20:00;"";2021-07-26 16:56:00;""
2319;159;2021-08-04 09:44:00;"";2021-08-04 10:53:00;""
2320;159;2021-07-25 16:52:00;"";2021-07-25 18:02:00;""
2321;159;2021-07-27 14:08:00;"";2021-07-27 14:56:00;""
2325;191;2021-08-21 16:36:00;"";2021-08-21 17:33:00;""
2326;191;2021-08-22 20:47:00;"";2021-08-22 21:59:00;""
2327;191;2021-08-20 18:11:00;"";2021-08-20 19:12:00;""
2328;191;2021-08-28 14:46:00;"";2021-08-28 15:34:00;""
2329;22;2021-07-16 17:29:00;"";2021-07-16 18:38:00;""
2330;22;2021-07-13 09:44:00;"";2021-07-13 10:54:00;""
2331;22;2021-07-13 11:24:00;"";2021-07-13 12:19:00;""
2333;22;2021-07-11 13:25:00;"";2021-07-11 14:23:00;""
2334;22;2021-07-14 16:16:00;"";2021-07-14 17:15:00;""
2335;34;2021-07-25 16:56:00;"";2021-07-25 17:42:00;""
2336;34;2021-07-26 14:25:00;"";2021-07-26 15:11:00;""
2337;34;2021-07-26 17:32:00;"";2021-07-26 18:50:00;""
2338;34;2021-07-25 18:46:00;"";2021-07-25 19:49:00;""
2339;34;2021-07-27 12:09:00;"";2021-07-27 13:10:00;""
2340;34;2021-07-22 13:44:00;"";2021-07-22 14:30:00;""
2341;10;2021-07-17 18:05:00;"";2021-07-17 18:58:00;""
2343;10;2021-07-20 12:25:00;"";2021-07-20 13:19:00;""
2344;10;2021-07-20 14:36:00;"";2021-07-20 15:38:00;""
2345;10;2021-07-17 22:02:00;"unlikely start time";2021-07-17 22:58:00;""
2347;84;2021-08-01 14:27:00;"";2021-08-01 15:11:00;""
2348;84;2021-08-04 16:30:00;"";2021-08-04 17:16:00;""
2350;84;2021-08-01 17:00:00;"";2021-08-01 17:38:00;""
2352;84;2021-08-03 14:19:00;"";2021-08-03 14:56:00;""
2353;56;2021-07-09 10:37:00;"";2021-07-09 11:42:00;""
2354;56;2021-07-13 13:10:00;"";2021-07-13 14:18:00;""
2355;56;2021-07-13 15:25:00;"";2021-07-13 16:18:00;""
2356;56;2021-07-13 16:52:00;"";2021-07-13 18:02:00;""
2357;56;2021-07-10 17:12:00;"";2021-07-10 18:09:00;""
2358;56;2021-07-12 17:13:00;"";2021-07-12 18:13:00;""
2359;47;2021-08-19 13:49:00;"";2021-08-19 14:54:00;""
2360;47;2021-08-19 15:44:00;"";2021-08-19 16:41:00;""
2362;47;2021-08-20 18:56:00;"";2021-08-20 19:35:00;""
2364;47;2021-08-18 16:39:00;"";2021-08-18 17:40:00;""
2365;79;2021-08-02 14:04:00;"";2021-08-02 14:48:00;""
2366;79;2021-08-02 15:50:00;"";2021-08-02 16:51:00;""
2367;79;2021-08-01 15:31:00;"";2021-08-01 16:22:00;""
2368;79;2021-08-03 10:26:00;"";2021-08-03 11:31:00;""
2370;79;2021-08-06 12:21:00;"";2021-08-06 13:15:00;""
2372;157;2021-08-02 15:54:00;"";2021-08-02 16:45:00;""
2374;157;2021-08-01 15:02:00;"";2021-08-01 16:07:00;""
2375;157;2021-07-28 20:09:00;"";2021-07-28 21:04:00;""
2376;157;2021-08-03 17:34:00;"";2021-08-03 18:33:00;""
2378;204;2021-07-26 16:54:00;"";2021-07-26 17:47:00;""
2379;204;2021-07-23 19:08:00;"";2021-07-23 20:04:00;""
2380;204;2021-07-25 07:44:00;"";2021-07-25 08:43:00;""
2381;204;2021-07-26 19:10:00;"";2021-07-26 20:11:00;""
2382;204;2021-07-22 19:07:00;"";2021-07-22 20:04:00;""
2383;23;2021-08-18 10:36:00;"";2021-08-18 11:22:00;""
2384;23;2021-08-21 18:44:00;"";2021-08-21 19:44:00;""
2385;23;2021-08-20 12:31:00;"";2021-08-20 13:33:00;""
2386;23;2021-08-19 16:59:00;"";2021-08-19 18:00:00;""
2388;23;2021-08-29 10:18:00;"";2021-08-29 11:27:00;""
2389;109;2021-07-20 14:53:00;"";2021-07-20 16:01:00;""
2390;109;2021-07-18 10:57:00;"";2021-07-18 12:00:00;""
2392;109;2021-07-20 17:27:00;"";2021-07-20 18:32:00;""
2393;109;2021-07-19 20:13:00;"";2021-07-19 21:13:00;""
2394;109;2021-07-15 12:50:00;"";2021-07-15 13:54:00;""
2395;128;2021-09-21 12:24:00;"";2021-09-21 13:06:00;""
2396;128;2021-09-17 19:17:00;"";2021-09-17 19:59:00;""
2398;128;2021-09-15 18:48:00;"";2021-09-15 19:23:00;""
2399;128;2021-09-20 18:07:00;"";2021-09-20 18:39:00;""
2400;128;2021-09-19 19:31:00;"";2021-09-19 20:22:00;""
2401;131;2021-08-26 13:56:00;"";2021-08-26 14:54:00;""
2402;131;2021-08-25 18:14:00;"";2021-08-25 18:56:00;""
2405;131;2021-08-24 21:36:00;"";2021-08-24 22:24:00;""
2406;131;2021-08-26 15:54:00;"";2021-08-26 16:29:00;""
2407;134;2021-07-14 13:14:00;"";2021-07-14 14:27:00;""
2408;134;2021-07-18 17:27:00;"";2021-07-18 18:07:00;""
2409;134;2021-07-19 16:30:00;"";2021-07-19 17:17:00;""
2410;134;2021-07-13 20:01:00;"";2021-07-13 21:16:00;""
2412;134;2021-07-23 20:05:00;"";2021-07-23 21:22:00;""
2413;135;2021-09-13 16:54:00;"";2021-09-13 17:40:00;""
2414;135;2021-09-14 18:38:00;"";2021-09-14 19:25:00;""
2415;135;2021-09-15 17:23:00;"";2021-09-15 18:19:00;""
2417;135;2021-09-16 11:45:00;"";2021-09-16 12:28:00;""
2418;135;2021-09-25 09:58:00;"";2021-09-25 10:38:00;""
2420;182;2021-08-10 18:31:00;"";2021-08-10 19:32:00;""
2421;182;2021-08-13 14:40:00;"";2021-08-13 15:41:00;""
2422;182;2021-08-10 20:06:00;"";2021-08-10 21:22:00;""
2424;182;2021-08-12 19:02:00;"";2021-08-12 19:46:00;""
2427;103;2021-07-15 13:39:00;"";2021-07-15 15:01:00;""
2428;103;2021-07-19 09:06:00;"";2021-07-19 10:14:00;""
2430;103;2021-07-18 16:49:00;"";2021-07-18 17:42:00;""
2431;113;2021-07-24 18:18:00;"";2021-07-24 19:44:00;""
2432;113;2021-07-24 20:26:00;"";2021-07-24 21:17:00;""
2433;113;2021-07-22 18:12:00;"";2021-07-22 19:22:00;""
2435;113;2021-07-26 18:18:00;"";2021-07-26 19:11:00;""
2436;113;2021-07-26 20:37:00;"";2021-07-26 21:30:00;""
2437;50;2021-07-21 15:42:00;"";2021-07-21 16:40:00;""
2438;50;2021-07-28 10:09:00;"";2021-07-28 11:19:00;""
2439;50;2021-07-20 12:36:00;"";2021-07-20 13:39:00;""
2440;50;2021-07-28 12:16:00;"";2021-07-28 13:13:00;""
2442;50;2021-07-24 11:25:00;"";2021-07-24 12:23:00;""
2443;190;2021-07-25 16:23:00;"";2021-07-25 17:04:00;""
2444;190;2021-07-25 18:20:00;"";2021-07-25 19:10:00;""
2445;190;2021-07-21 15:55:00;"";2021-07-21 16:53:00;""
2446;190;2021-07-22 15:53:00;"";2021-07-22 16:44:00;""
2447;190;2021-07-24 16:18:00;"";2021-07-24 16:58:00;""
2450;9;2021-07-20 14:46:00;"";2021-07-20 15:49:00;""
2451;9;2021-07-25 15:42:00;"";2021-07-25 16:42:00;""
2452;9;2021-07-18 16:58:00;"";2021-07-18 17:43:00;""
2453;9;2021-07-19 16:34:00;"";2021-07-19 17:15:00;""
2454;9;2021-07-14 15:43:00;"";2021-07-14 16:42:00;""
2455;184;2021-08-15 19:45:00;"";2021-08-15 20:21:00;""
2456;184;2021-08-10 20:19:00;"";2021-08-10 21:22:00;""
2457;184;2021-08-12 15:02:00;"";2021-08-12 16:03:00;""
2459;184;2021-08-05 18:28:00;"";2021-08-05 19:23:00;""
2462;83;2021-09-04 17:15:00;"";2021-09-04 18:16:00;""
2463;83;2021-09-10 13:11:00;"";2021-09-10 14:23:00;""
2465;83;2021-09-06 13:25:00;"";2021-09-06 14:25:00;""
2466;83;2021-09-10 16:55:00;"";2021-09-10 17:29:00;""
2467;44;2021-09-02 13:55:00;"";2021-09-02 14:58:00;""
2468;44;2021-08-31 17:25:00;"";2021-08-31 18:26:00;""
2469;44;2021-09-05 18:53:00;"";2021-09-05 19:55:00;""
2470;44;2021-08-30 16:50:00;"";2021-08-30 17:44:00;""
2471;44;2021-09-02 17:15:00;"";2021-09-02 18:02:00;""
2472;44;2021-09-01 18:35:00;"";2021-09-01 19:08:00;""
2474;172;2021-09-04 18:41:00;"";2021-09-04 19:39:00;""
2475;172;2021-09-03 15:17:00;"";2021-09-03 16:00:00;""
2476;172;2021-09-08 18:55:00;"";2021-09-08 20:00:00;""
2477;172;2021-09-10 13:40:00;"";2021-09-10 14:32:00;""
2479;137;2021-09-07 11:27:00;"";2021-09-07 12:30:00;""
2480;137;2021-09-07 13:10:00;"";2021-09-07 13:54:00;""
2481;137;2021-09-11 10:36:00;"";2021-09-11 11:17:00;""
2484;137;2021-09-10 16:25:00;"";2021-09-10 17:31:00;""
2486;151;2021-07-23 17:52:00;"";2021-07-23 18:45:00;""
2487;151;2021-07-21 17:38:00;"";2021-07-21 18:30:00;""
2489;151;2021-07-26 16:17:00;"";2021-07-26 17:10:00;""
2491;30;2021-08-11 17:37:00;"";2021-08-11 18:55:00;""
2492;30;2021-08-09 12:11:00;"";2021-08-09 13:03:00;""
2494;30;2021-08-14 18:51:00;"";2021-08-14 19:48:00;""
2495;30;2021-08-08 16:36:00;"";2021-08-08 17:31:00;""
2496;30;2021-08-10 17:23:00;"";2021-08-10 18:10:00;""
2497;99;2021-08-11 17:27:00;"";2021-08-11 18:27:00;""
2499;99;2021-08-11 19:36:00;"";2021-08-11 20:33:00;""
2500;99;2021-08-11 21:25:00;"";2021-08-11 22:07:00;""
2502;99;2021-08-17 17:03:00;"";2021-08-17 17:45:00;""
2503;48;2021-07-24 18:23:00;"";2021-07-24 19:08:00;""
2504;48;2021-07-21 12:09:00;"";2021-07-21 12:46:00;""
2505;48;2021-07-24 20:54:00;"";2021-07-24 21:36:00;""
2506;48;2021-07-23 19:37:00;"";2021-07-23 20:22:00;""
2507;48;2021-07-28 19:20:00;"";2021-07-28 20:03:00;""
2508;48;2021-07-22 15:54:00;"";2021-07-22 16:46:00;""
2509;125;2021-08-01 11:10:00;"";2021-08-01 12:27:00;""
2510;125;2021-08-01 13:57:00;"";2021-08-01 15:06:00;""
2511;125;2021-08-03 17:05:00;"";2021-08-03 18:06:00;""
2512;125;2021-08-01 17:35:00;"";2021-08-01 18:10:00;""
2514;125;2021-08-03 20:46:00;"";2021-08-03 21:20:00;""
2517;13;2021-07-10 18:36:00;"";2021-07-10 19:32:00;""
2518;13;2021-07-14 18:23:00;"";2021-07-14 18:56:00;""
2519;13;2021-07-11 21:45:00;"";2021-07-11 22:38:00;""
2520;13;2021-07-08 10:47:00;"";2021-07-08 11:53:00;""
2521;118;2021-08-14 21:03:00;"";2021-08-14 21:39:00;""
2522;118;2021-08-16 17:26:00;"";2021-08-16 18:03:00;""
2523;118;2021-08-11 20:57:00;"";2021-08-11 21:48:00;""
2524;118;2021-08-13 17:55:00;"";2021-08-13 18:39:00;""
2527;184;2021-07-11 15:00:00;"";2021-07-11 15:52:00;""
2529;184;2021-07-08 14:44:00;"";2021-07-08 15:36:00;""
2531;184;2021-07-16 15:21:00;"";2021-07-16 16:07:00;""
2532;184;2021-07-12 11:03:00;"";2021-07-12 11:55:00;""
2533;191;2021-08-09 16:22:00;"";2021-08-09 17:19:00;""
2534;191;2021-08-06 13:18:00;"";2021-08-06 13:58:00;""
2535;191;2021-08-07 17:05:00;"";2021-08-07 17:51:00;""
2537;191;2021-08-11 12:48:00;"";2021-08-11 13:31:00;""
2540;205;2021-07-26 16:47:00;"";2021-07-26 17:50:00;""
2541;205;2021-07-27 09:15:00;"";2021-07-27 10:09:00;""
2542;205;2021-07-27 12:43:00;"";2021-07-27 13:50:00;""
2543;205;2021-08-03 15:47:00;"";2021-08-03 16:54:00;""
2545;66;2021-08-17 20:53:00;"";2021-08-17 21:42:00;""
2546;66;2021-08-11 18:20:00;"";2021-08-11 19:12:00;""
2547;66;2021-08-10 21:59:00;"";2021-08-10 22:55:00;""
2549;66;2021-08-06 14:58:00;"";2021-08-06 15:45:00;""
2550;66;2021-08-07 18:03:00;"";2021-08-07 18:42:00;""
2551;36;2021-07-22 12:40:00;"";2021-07-22 13:39:00;""
2552;36;2021-07-27 18:35:00;"";2021-07-27 19:16:00;""
2553;36;2021-07-23 21:00:00;"";2021-07-23 21:49:00;""
2555;36;2021-07-22 15:04:00;"";2021-07-22 16:01:00;""
2558;15;2021-07-27 16:08:00;"";2021-07-27 17:10:00;""
2559;15;2021-07-21 13:41:00;"";2021-07-21 14:39:00;""
2560;15;2021-08-01 14:11:00;"";2021-08-01 15:06:00;""
2565;132;2021-07-31 17:26:00;"";2021-07-31 18:28:00;""
2566;132;2021-07-29 10:40:00;"";2021-07-29 11:49:00;""
2567;132;2021-07-29 12:27:00;"";2021-07-29 13:26:00;""
2568;132;2021-07-31 20:04:00;"";2021-07-31 21:07:00;""
2569;127;2021-07-22 14:03:00;"";2021-07-22 14:47:00;""
2570;127;2021-07-23 13:04:00;"";2021-07-23 14:06:00;""
2571;127;2021-07-26 17:06:00;"";2021-07-26 17:50:00;""
2573;127;2021-07-28 17:02:00;"";2021-07-28 17:37:00;""
2575;59;2021-07-11 16:25:00;"";2021-07-11 17:12:00;""
2576;59;2021-07-12 14:29:00;"";2021-07-12 15:17:00;""
2577;59;2021-07-11 18:16:00;"";2021-07-11 19:08:00;""
2578;59;2021-07-13 13:02:00;"";2021-07-13 14:02:00;""
2579;59;2021-07-12 16:40:00;"";2021-07-12 17:29:00;""
2581;32;2021-07-11 14:14:00;"";2021-07-11 14:57:00;""
2583;32;2021-07-19 09:05:00;"";2021-07-19 10:32:00;""
2584;32;2021-07-08 17:52:00;"";2021-07-08 19:09:00;""
2585;32;2021-07-11 16:32:00;"";2021-07-11 17:05:00;""
2586;32;2021-07-12 18:59:00;"";2021-07-12 19:43:00;""
2587;99;2021-08-18 08:04:00;"";2021-08-18 08:47:00;""
2588;99;2021-08-18 09:36:00;"";2021-08-18 10:38:00;""
2590;99;2021-08-13 11:35:00;"";2021-08-13 12:14:00;""
2591;99;2021-08-13 13:34:00;"";2021-08-13 14:14:00;""
2592;99;2021-08-16 18:55:00;"";2021-08-16 19:35:00;""
2593;108;2021-08-11 11:14:00;"";2021-08-11 12:19:00;""
2594;108;2021-08-08 17:47:00;"";2021-08-08 19:16:00;""
2595;108;2021-08-12 15:06:00;"";2021-08-12 16:26:00;""
2596;108;2021-08-22 20:08:00;"";2021-08-22 21:15:00;""
2597;108;2021-08-08 20:15:00;"";2021-08-08 21:27:00;""
2598;108;2021-08-11 15:13:00;"";2021-08-11 15:48:00;""
2599;119;2021-08-23 16:15:00;"";2021-08-23 17:15:00;""
2602;119;2021-08-26 17:39:00;"";2021-08-26 18:33:00;""
2604;119;2021-08-30 13:22:00;"";2021-08-30 14:28:00;""
2605;150;2021-07-10 12:18:00;"";2021-07-10 13:23:00;""
2606;150;2021-07-12 19:10:00;"";2021-07-12 20:31:00;""
2607;150;2021-07-13 16:41:00;"";2021-07-13 17:39:00;""
2608;150;2021-07-13 18:11:00;"";2021-07-13 19:02:00;""
2609;150;2021-07-12 20:58:00;"";2021-07-12 21:38:00;""
2610;150;2021-07-14 15:41:00;"";2021-07-14 16:22:00;""
2611;90;2021-08-11 12:13:00;"";2021-08-11 12:59:00;""
2612;90;2021-08-15 12:05:00;"";2021-08-15 13:20:00;""
2614;90;2021-08-11 14:57:00;"";2021-08-11 15:31:00;""
2615;90;2021-08-14 15:06:00;"";2021-08-14 16:06:00;""
2618;67;2021-09-16 18:42:00;"";2021-09-16 19:46:00;""
2620;67;2021-09-07 12:32:00;"";2021-09-07 13:42:00;""
2621;67;2021-09-12 18:53:00;"";2021-09-12 19:51:00;""
2622;67;2021-09-11 10:31:00;"";2021-09-11 11:32:00;""
2623;9;2021-07-16 19:44:00;"";2021-07-16 20:36:00;""
2625;9;2021-07-20 18:29:00;"";2021-07-20 19:27:00;""
2626;9;2021-07-13 18:04:00;"";2021-07-13 18:52:00;""
2628;9;2021-07-18 20:32:00;"";2021-07-18 21:11:00;""
2630;72;2021-07-14 09:14:00;"";2021-07-14 10:22:00;""
2634;72;2021-07-11 17:20:00;"";2021-07-11 18:07:00;""
2636;121;2021-07-22 16:07:00;"";2021-07-22 17:50:00;""
2637;121;2021-07-22 17:48:00;"";2021-07-22 18:51:00;""
2638;121;2021-07-25 16:21:00;"";2021-07-25 17:12:00;""
2639;121;2021-07-27 14:34:00;"";2021-07-27 15:15:00;""
2640;121;2021-07-27 16:42:00;"";2021-07-27 17:13:00;""
2642;107;2021-08-06 19:34:00;"";2021-08-06 20:31:00;""
2643;107;2021-08-03 15:10:00;"";2021-08-03 16:13:00;""
2644;107;2021-07-31 18:54:00;"";2021-07-31 19:41:00;""
2646;107;2021-07-29 09:19:00;"";2021-07-29 10:14:00;""
2648;169;2021-07-30 08:33:00;"";2021-07-30 09:59:00;""
2650;169;2021-07-23 16:09:00;"";2021-07-23 17:06:00;""
2651;169;2021-07-23 18:39:00;"";2021-07-23 19:38:00;""
2652;169;2021-07-27 11:04:00;"";2021-07-27 11:54:00;""
2653;82;2021-08-25 15:50:00;"";2021-08-25 17:15:00;""
2655;82;2021-08-21 14:30:00;"";2021-08-21 15:43:00;""
2657;82;2021-08-26 16:13:00;"";2021-08-26 16:46:00;""
2658;82;2021-08-26 18:45:00;"";2021-08-26 19:44:00;""
2659;121;2021-08-18 17:25:00;"";2021-08-18 19:09:00;""
2660;121;2021-08-22 11:07:00;"";2021-08-22 12:15:00;""
2662;121;2021-08-17 11:40:00;"";2021-08-17 13:11:00;""
2663;121;2021-08-18 20:27:00;"";2021-08-18 21:49:00;""
2664;121;2021-08-17 13:55:00;"";2021-08-17 14:42:00;""
2665;104;2021-08-11 11:44:00;"";2021-08-11 12:43:00;""
2666;104;2021-08-12 17:42:00;"";2021-08-12 18:31:00;""
2667;104;2021-08-07 18:27:00;"";2021-08-07 19:25:00;""
2669;104;2021-08-09 11:21:00;"";2021-08-09 12:09:00;""
2670;104;2021-08-17 16:23:00;"";2021-08-17 17:11:00;""
2671;198;2021-07-12 17:53:00;"";2021-07-12 18:45:00;""
2672;198;2021-07-08 16:55:00;"";2021-07-08 18:02:00;""
2673;198;2021-07-12 20:10:00;"";2021-07-12 21:01:00;""
2675;198;2021-07-11 15:31:00;"";2021-07-11 16:36:00;""
2676;198;2021-07-13 20:56:00;"";2021-07-13 22:13:00;""
2677;141;2021-07-23 19:06:00;"";2021-07-23 20:16:00;""
2679;141;2021-07-27 19:39:00;"";2021-07-27 20:53:00;""
2680;141;2021-07-25 18:31:00;"";2021-07-25 19:50:00;""
2681;141;2021-07-26 14:15:00;"";2021-07-26 15:08:00;""
2682;141;2021-07-22 11:57:00;"";2021-07-22 13:00:00;""
2683;217;2021-07-16 16:06:00;"";2021-07-16 16:45:00;""
2684;217;2021-07-15 17:20:00;"";2021-07-15 17:56:00;""
2685;217;2021-07-23 16:42:00;"";2021-07-23 17:11:00;""
2686;217;2021-07-18 12:25:00;"";2021-07-18 13:02:00;""
2688;217;2021-07-13 15:26:00;"";2021-07-13 16:03:00;""
2689;206;2021-07-24 19:14:00;"";2021-07-24 20:09:00;""
2690;206;2021-07-28 15:00:00;"";2021-07-28 16:06:00;""
2691;206;2021-07-25 15:08:00;"";2021-07-25 15:45:00;""
2693;206;2021-07-31 11:20:00;"";2021-07-31 12:20:00;""
2697;123;2021-09-06 17:55:00;"";2021-09-06 18:52:00;""
2698;123;2021-09-14 07:47:00;"";2021-09-14 08:42:00;""
2699;123;2021-09-09 15:03:00;"";2021-09-09 15:54:00;""
2700;123;2021-09-18 18:50:00;"";2021-09-18 19:28:00;""
2701;66;2021-07-13 15:01:00;"";2021-07-13 15:45:00;""
2702;66;2021-07-12 15:13:00;"";2021-07-12 16:05:00;""
2704;66;2021-07-11 18:53:00;"";2021-07-11 19:43:00;""
2705;66;2021-07-14 15:14:00;"";2021-07-14 16:08:00;""
2707;70;2021-07-25 09:44:00;"";2021-07-25 10:34:00;""
2708;70;2021-07-30 16:28:00;"";2021-07-30 17:21:00;""
2709;70;2021-07-24 10:19:00;"";2021-07-24 11:03:00;""
2711;70;2021-07-26 16:52:00;"";2021-07-26 17:46:00;""
2712;70;2021-07-25 11:28:00;"";2021-07-25 12:29:00;""
2713;197;2021-08-12 21:13:00;"";2021-08-12 22:06:00;""
2714;197;2021-08-13 16:08:00;"";2021-08-13 16:55:00;""
2715;197;2021-08-09 15:22:00;"";2021-08-09 16:24:00;""
2716;197;2021-08-09 18:01:00;"";2021-08-09 18:43:00;""
2717;197;2021-08-13 18:02:00;"";2021-08-13 18:55:00;""
2718;197;2021-08-13 20:33:00;"";2021-08-13 21:29:00;""
2719;130;2021-07-25 08:16:00;"";2021-07-25 09:03:00;""
2720;130;2021-07-21 10:34:00;"";2021-07-21 11:38:00;""
2721;130;2021-07-24 20:02:00;"";2021-07-24 21:09:00;""
2723;130;2021-07-21 12:24:00;"";2021-07-21 13:36:00;""
2724;130;2021-07-22 19:32:00;"";2021-07-22 20:30:00;""
2725;47;2021-08-19 18:17:00;"";2021-08-19 19:26:00;""
2727;47;2021-08-19 20:18:00;"";2021-08-19 21:14:00;""
2728;47;2021-08-18 20:47:00;"";2021-08-18 21:44:00;""
2729;47;2021-08-14 16:02:00;"";2021-08-14 16:45:00;""
2730;47;2021-08-14 18:37:00;"";2021-08-14 19:24:00;""
2732;194;2021-08-09 11:52:00;"";2021-08-09 12:34:00;""
2733;194;2021-08-06 15:24:00;"";2021-08-06 16:26:00;""
2734;194;2021-08-05 15:37:00;"";2021-08-05 16:36:00;""
2735;194;2021-08-06 17:48:00;"";2021-08-06 18:41:00;""
2737;180;2021-08-19 12:28:00;"";2021-08-19 13:20:00;""
2739;180;2021-08-24 17:59:00;"";2021-08-24 18:52:00;""
2740;180;2021-08-14 14:56:00;"";2021-08-14 15:36:00;""
2743;101;2021-07-23 10:56:00;"";2021-07-23 11:50:00;""
2744;101;2021-08-02 13:34:00;"";2021-08-02 14:40:00;""
2745;101;2021-07-21 18:28:00;"";2021-07-21 19:17:00;""
2748;101;2021-07-26 17:52:00;"";2021-07-26 18:50:00;""
2749;120;2021-07-12 16:13:00;"";2021-07-12 17:05:00;""
2750;120;2021-07-07 15:49:00;"";2021-07-07 16:46:00;""
2751;120;2021-07-13 19:42:00;"";2021-07-13 20:21:00;""
2752;120;2021-07-09 20:26:00;"";2021-07-09 21:26:00;""
2753;120;2021-07-07 19:01:00;"";2021-07-07 19:48:00;""
2755;167;2021-07-17 16:03:00;"";2021-07-17 16:48:00;""
2756;167;2021-07-19 15:09:00;"";2021-07-19 16:02:00;""
2758;167;2021-07-13 13:19:00;"";2021-07-13 14:16:00;""
2759;167;2021-07-12 18:17:00;"";2021-07-12 19:07:00;""
2761;100;2021-07-15 11:47:00;"";2021-07-15 12:42:00;""
2762;100;2021-07-19 11:40:00;"";2021-07-19 12:20:00;""
2764;100;2021-07-13 14:27:00;"";2021-07-13 15:16:00;""
2765;100;2021-07-18 18:59:00;"";2021-07-18 20:01:00;""
2766;100;2021-07-15 13:31:00;"";2021-07-15 14:23:00;""
2769;105;2021-07-20 17:27:00;"";2021-07-20 18:29:00;""
