"idno";"intnum";"start";"unlikelystart";"end";"unlikelyend"
1131;27;2021-07-26 15:14:00;"";2021-07-26 16:16:00;""
1132;27;2021-07-24 19:17:00;"";2021-07-24 20:10:00;""
1133;27;2021-07-23 14:20:00;"";2021-07-23 15:05:00;""
1135;1;2021-08-12 17:48:00;"";2021-08-12 18:50:00;""
1137;1;2021-08-14 18:04:00;"";2021-08-14 18:46:00;""
1138;1;2021-08-09 18:51:00;"";2021-08-09 19:59:00;""
1139;1;2021-08-10 10:51:00;"";2021-08-10 11:40:00;""
1140;1;2021-08-07 11:11:00;"";2021-08-07 11:56:00;""
1142;150;2021-07-30 20:32:00;"";2021-07-30 21:23:00;""
1143;150;2021-08-01 19:25:00;"";2021-08-01 20:19:00;""
1144;150;2021-08-03 13:12:00;"";2021-08-03 14:19:00;""
1145;150;2021-08-03 14:44:00;"";2021-08-03 15:41:00;""
1146;150;2021-08-02 13:16:00;"";2021-08-02 14:10:00;""
1147;26;2021-07-26 18:14:00;"";2021-07-26 19:24:00;""
1148;26;2021-07-25 14:12:00;"";2021-07-25 14:51:00;""
1149;26;2021-07-27 18:23:00;"";2021-07-27 18:59:00;""
1150;26;2021-07-22 18:56:00;"";2021-07-22 19:57:00;""
1152;26;2021-07-21 18:52:00;"";2021-07-21 19:52:00;""
1153;72;2021-07-17 15:54:00;"";2021-07-17 17:02:00;""
1155;72;2021-07-17 17:48:00;"";2021-07-17 18:50:00;""
1156;72;2021-07-28 10:05:00;"";2021-07-28 10:55:00;""
1157;72;2021-07-16 10:55:00;"";2021-07-16 11:30:00;""
1158;72;2021-07-18 16:39:00;"";2021-07-18 17:44:00;""
1159;177;2021-08-13 15:07:00;"";2021-08-13 15:54:00;""
1160;177;2021-08-12 11:31:00;"";2021-08-12 12:14:00;""
1161;177;2021-08-16 18:06:00;"";2021-08-16 19:15:00;""
1164;177;2021-08-10 13:22:00;"";2021-08-10 14:21:00;""
1165;149;2021-08-20 18:30:00;"";2021-08-20 19:27:00;""
1167;149;2021-08-17 15:39:00;"";2021-08-17 16:17:00;""
1168;149;2021-08-17 17:07:00;"";2021-08-17 18:19:00;""
1171;61;2021-08-01 17:28:00;"";2021-08-01 18:13:00;""
1172;61;2021-07-31 16:23:00;"";2021-07-31 17:03:00;""
1174;61;2021-07-29 10:07:00;"";2021-07-29 10:52:00;""
1176;61;2021-08-01 19:24:00;"";2021-08-01 19:57:00;""
1177;177;2021-08-19 18:40:00;"";2021-08-19 19:37:00;""
1178;177;2021-08-22 17:27:00;"";2021-08-22 18:47:00;""
1180;177;2021-08-20 14:47:00;"";2021-08-20 16:07:00;""
1181;177;2021-08-20 17:24:00;"";2021-08-20 18:40:00;""
1183;146;2021-09-02 15:04:00;"";2021-09-02 15:52:00;""
1184;146;2021-08-30 14:44:00;"";2021-08-30 15:35:00;""
1185;146;2021-09-02 17:24:00;"";2021-09-02 18:22:00;""
1187;146;2021-09-05 18:43:00;"";2021-09-05 19:33:00;""
1188;146;2021-09-08 20:00:00;"";2021-09-08 21:01:00;""
1190;42;2021-07-10 09:21:00;"";2021-07-10 10:43:00;""
1193;42;2021-07-13 14:56:00;"";2021-07-13 16:25:00;""
1194;42;2021-07-11 19:23:00;"";2021-07-11 20:38:00;""
1195;148;2021-07-08 12:19:00;"";2021-07-08 13:17:00;""
1196;148;2021-07-07 19:48:00;"";2021-07-07 20:47:00;""
1197;148;2021-07-14 13:13:00;"";2021-07-14 14:03:00;""
1200;148;2021-07-10 13:20:00;"";2021-07-10 14:21:00;""
1203;190;2021-08-10 15:35:00;"";2021-08-10 16:14:00;""
1204;190;2021-08-12 15:10:00;"";2021-08-12 16:03:00;""
1206;190;2021-08-10 18:04:00;"";2021-08-10 18:34:00;""
1207;88;2021-08-31 15:12:00;"";2021-08-31 15:47:00;""
1208;88;2021-09-01 09:05:00;"";2021-09-01 09:43:00;""
1209;88;2021-08-30 14:09:00;"";2021-08-30 15:00:00;""
1210;88;2021-09-09 11:40:00;"";2021-09-09 12:14:00;""
1211;88;2021-08-31 17:23:00;"";2021-08-31 18:02:00;""
1213;181;2021-07-25 11:55:00;"";2021-07-25 12:45:00;""
1215;181;2021-07-15 15:05:00;"";2021-07-15 16:07:00;""
1216;181;2021-07-21 18:32:00;"";2021-07-21 19:22:00;""
1220;58;2021-08-10 19:55:00;"";2021-08-10 20:45:00;""
1222;58;2021-08-07 12:05:00;"";2021-08-07 12:57:00;""
1223;58;2021-08-12 18:34:00;"";2021-08-12 19:30:00;""
1224;58;2021-08-13 15:32:00;"";2021-08-13 16:09:00;""
1226;161;2021-08-07 14:42:00;"";2021-08-07 15:46:00;""
1227;161;2021-08-16 18:58:00;"";2021-08-16 20:06:00;""
1228;161;2021-08-10 16:42:00;"";2021-08-10 17:38:00;""
1229;161;2021-08-11 20:30:00;"";2021-08-11 21:28:00;""
1232;61;2021-08-09 17:08:00;"";2021-08-09 18:23:00;""
1233;61;2021-08-04 16:30:00;"";2021-08-04 17:56:00;""
1234;61;2021-08-10 18:06:00;"";2021-08-10 19:10:00;""
1235;61;2021-08-13 17:08:00;"";2021-08-13 17:52:00;""
1236;61;2021-08-04 18:15:00;"";2021-08-04 19:22:00;""
1237;211;2021-07-29 15:36:00;"";2021-07-29 16:32:00;""
1238;211;2021-07-28 15:09:00;"";2021-07-28 16:13:00;""
1239;211;2021-07-28 16:39:00;"";2021-07-28 17:25:00;""
1240;211;2021-07-28 18:18:00;"";2021-07-28 19:15:00;""
1241;211;2021-07-29 17:17:00;"";2021-07-29 18:05:00;""
1242;211;2021-08-01 17:19:00;"";2021-08-01 18:04:00;""
1243;73;2021-09-02 17:00:00;"";2021-09-02 17:48:00;""
1244;73;2021-09-03 14:09:00;"";2021-09-03 14:58:00;""
1245;73;2021-08-31 10:40:00;"";2021-08-31 11:18:00;""
1247;73;2021-09-04 11:01:00;"";2021-09-04 11:44:00;""
1248;73;2021-09-05 11:25:00;"";2021-09-05 12:22:00;""
1249;109;2021-08-18 18:37:00;"";2021-08-18 20:05:00;""
1250;109;2021-08-19 16:12:00;"";2021-08-19 17:49:00;""
1251;109;2021-08-16 17:18:00;"";2021-08-16 18:44:00;""
1252;109;2021-08-15 12:26:00;"";2021-08-15 13:50:00;""
1253;109;2021-08-24 18:13:00;"";2021-08-24 19:52:00;""
1254;109;2021-08-18 20:44:00;"";2021-08-18 21:49:00;""
1255;63;2021-07-15 18:51:00;"";2021-07-15 20:08:00;""
1256;63;2021-07-16 19:30:00;"";2021-07-16 20:15:00;""
1257;63;2021-07-14 17:46:00;"";2021-07-14 18:41:00;""
1260;63;2021-07-17 13:43:00;"";2021-07-17 14:20:00;""
1262;115;2021-07-24 16:20:00;"";2021-07-24 17:03:00;""
1263;115;2021-07-21 15:27:00;"";2021-07-21 16:19:00;""
1264;115;2021-07-30 17:42:00;"";2021-07-30 18:37:00;""
1265;115;2021-07-26 19:51:00;"";2021-07-26 20:49:00;""
1266;115;2021-07-24 19:05:00;"";2021-07-24 20:03:00;""
1267;174;2021-09-17 17:02:00;"";2021-09-17 17:56:00;""
1269;174;2021-09-23 16:56:00;"";2021-09-23 17:55:00;""
1270;174;2021-09-20 16:12:00;"";2021-09-20 16:43:00;""
1271;174;2021-09-15 12:50:00;"";2021-09-15 13:47:00;""
1274;28;2021-07-19 18:14:00;"";2021-07-19 19:06:00;""
1275;28;2021-07-16 17:30:00;"";2021-07-16 18:05:00;""
1276;28;2021-07-19 19:53:00;"";2021-07-19 20:56:00;""
1277;28;2021-07-22 14:09:00;"";2021-07-22 15:10:00;""
1278;28;2021-07-20 12:11:00;"";2021-07-20 13:08:00;""
1280;92;2021-07-16 19:28:00;"";2021-07-16 20:21:00;""
1281;92;2021-07-11 16:09:00;"";2021-07-11 16:53:00;""
1283;92;2021-07-07 20:53:00;"";2021-07-07 21:35:00;""
1284;92;2021-07-12 16:00:00;"";2021-07-12 17:02:00;""
1285;164;2021-07-19 12:28:00;"";2021-07-19 13:30:00;""
1286;164;2021-07-15 19:03:00;"";2021-07-15 19:55:00;""
1288;164;2021-07-25 18:14:00;"";2021-07-25 19:06:00;""
1290;164;2021-07-21 15:55:00;"";2021-07-21 16:50:00;""
1291;136;2021-08-21 11:41:00;"";2021-08-21 12:31:00;""
1292;136;2021-08-17 14:59:00;"";2021-08-17 16:08:00;""
1293;136;2021-08-23 18:51:00;"";2021-08-23 19:57:00;""
1295;136;2021-08-26 19:10:00;"";2021-08-26 20:07:00;""
1296;136;2021-08-22 19:48:00;"";2021-08-22 20:50:00;""
1297;33;2021-07-18 18:08:00;"";2021-07-18 18:56:00;""
1298;33;2021-07-14 17:42:00;"";2021-07-14 18:35:00;""
1299;33;2021-07-18 19:47:00;"";2021-07-18 20:40:00;""
1300;33;2021-07-14 20:21:00;"";2021-07-14 21:05:00;""
1301;33;2021-07-17 17:59:00;"";2021-07-17 19:06:00;""
1303;17;2021-08-29 14:43:00;"";2021-08-29 15:28:00;""
1304;17;2021-08-22 14:42:00;"";2021-08-22 15:31:00;""
1305;17;2021-08-24 17:37:00;"";2021-08-24 18:36:00;""
1306;17;2021-08-23 16:21:00;"";2021-08-23 17:02:00;""
1307;17;2021-08-23 18:22:00;"";2021-08-23 19:29:00;""
1308;17;2021-08-27 16:12:00;"";2021-08-27 17:06:00;""
1309;48;2021-07-13 15:48:00;"";2021-07-13 16:50:00;""
1311;48;2021-07-20 20:43:00;"";2021-07-20 21:25:00;""
1312;48;2021-07-18 17:53:00;"";2021-07-18 18:49:00;""
1313;48;2021-07-18 19:23:00;"";2021-07-18 20:30:00;""
1314;48;2021-07-19 19:01:00;"";2021-07-19 19:56:00;""
1315;207;2021-08-13 19:57:00;"";2021-08-13 20:54:00;""
1316;207;2021-08-06 16:50:00;"";2021-08-06 17:57:00;""
1318;207;2021-08-12 18:11:00;"";2021-08-12 19:28:00;""
1319;207;2021-08-09 17:05:00;"";2021-08-09 17:56:00;""
1321;99;2021-08-08 13:38:00;"";2021-08-08 14:40:00;""
1324;99;2021-08-13 17:18:00;"";2021-08-13 18:06:00;""
1325;99;2021-08-16 21:24:00;"";2021-08-16 22:03:00;""
1327;82;2021-09-05 15:16:00;"";2021-09-05 16:01:00;""
1330;82;2021-09-07 19:49:00;"";2021-09-07 20:42:00;""
1331;82;2021-09-02 17:47:00;"";2021-09-02 18:47:00;""
1332;82;2021-09-03 17:51:00;"";2021-09-03 18:50:00;""
1333;18;2021-08-30 18:07:00;"";2021-08-30 18:57:00;""
1334;18;2021-08-27 16:17:00;"";2021-08-27 17:11:00;""
1335;18;2021-08-28 17:06:00;"";2021-08-28 18:01:00;""
1337;18;2021-09-06 20:42:00;"";2021-09-06 21:35:00;""
1338;18;2021-08-28 19:07:00;"";2021-08-28 20:02:00;""
1339;32;2021-07-13 18:16:00;"";2021-07-13 19:11:00;""
1341;32;2021-07-15 20:05:00;"";2021-07-15 21:12:00;""
1342;32;2021-07-10 18:38:00;"";2021-07-10 19:17:00;""
1343;32;2021-07-09 18:08:00;"";2021-07-09 18:44:00;""
1345;20;2021-07-17 20:13:00;"";2021-07-17 21:12:00;""
1347;20;2021-07-18 10:33:00;"";2021-07-18 11:09:00;""
1348;20;2021-07-18 13:15:00;"";2021-07-18 14:31:00;""
1351;103;2021-07-07 20:51:00;"";2021-07-07 21:54:00;""
1352;103;2021-07-18 13:15:00;"";2021-07-18 14:26:00;""
1353;103;2021-07-13 15:06:00;"";2021-07-13 15:53:00;""
1355;103;2021-07-11 10:39:00;"";2021-07-11 11:17:00;""
1356;103;2021-07-13 17:06:00;"";2021-07-13 18:12:00;""
1358;140;2021-08-20 15:37:00;"";2021-08-20 16:44:00;""
1359;140;2021-08-21 15:34:00;"";2021-08-21 17:01:00;""
1360;140;2021-08-20 19:40:00;"";2021-08-20 20:41:00;""
1361;140;2021-08-19 13:03:00;"";2021-08-19 14:06:00;""
1362;140;2021-08-15 18:56:00;"";2021-08-15 19:37:00;""
1363;188;2021-08-11 14:20:00;"";2021-08-11 15:16:00;""
1364;188;2021-08-11 16:38:00;"";2021-08-11 17:37:00;""
1365;188;2021-08-10 16:01:00;"";2021-08-10 16:40:00;""
1366;188;2021-08-11 18:07:00;"";2021-08-11 18:52:00;""
1367;188;2021-08-06 21:14:00;"";2021-08-06 22:37:00;""
1371;147;2021-07-20 17:12:00;"";2021-07-20 17:50:00;""
1372;147;2021-07-21 17:41:00;"";2021-07-21 18:15:00;""
1373;147;2021-07-19 21:13:00;"";2021-07-19 21:53:00;""
1374;147;2021-07-15 20:15:00;"";2021-07-15 21:00:00;""
1375;206;2021-07-27 20:47:00;"";2021-07-27 21:50:00;""
1376;206;2021-07-24 16:59:00;"";2021-07-24 18:07:00;""
1377;206;2021-07-25 09:17:00;"";2021-07-25 10:16:00;""
1378;206;2021-07-22 20:00:00;"";2021-07-22 20:58:00;""
1380;206;2021-07-25 11:48:00;"";2021-07-25 12:42:00;""
1381;130;2021-07-22 21:18:00;"";2021-07-22 21:57:00;""
1382;130;2021-07-18 07:51:00;"";2021-07-18 08:35:00;""
1383;130;2021-07-16 19:57:00;"";2021-07-16 20:35:00;""
1385;130;2021-07-15 10:41:00;"";2021-07-15 11:36:00;""
1386;130;2021-07-19 14:38:00;"";2021-07-19 15:48:00;""
1387;98;2021-08-16 12:19:00;"";2021-08-16 13:06:00;""
1388;98;2021-08-18 17:43:00;"";2021-08-18 18:35:00;""
1389;98;2021-08-19 18:35:00;"";2021-08-19 19:05:00;""
1390;98;2021-08-12 17:40:00;"";2021-08-12 18:20:00;""
1391;98;2021-08-16 14:01:00;"";2021-08-16 14:50:00;""
1392;98;2021-08-16 16:41:00;"";2021-08-16 17:38:00;""
1393;175;2021-09-20 11:35:00;"";2021-09-20 12:54:00;""
1395;175;2021-09-20 13:21:00;"";2021-09-20 14:36:00;""
1396;175;2021-09-21 19:27:00;"";2021-09-21 20:17:00;""
1397;175;2021-09-18 10:48:00;"";2021-09-18 12:04:00;""
1398;175;2021-09-20 15:02:00;"";2021-09-20 16:01:00;""
1400;131;2021-09-06 13:35:00;"";2021-09-06 14:31:00;""
1401;131;2021-09-06 16:04:00;"";2021-09-06 16:54:00;""
1402;131;2021-09-08 12:49:00;"";2021-09-08 13:53:00;""
1403;131;2021-09-04 15:24:00;"";2021-09-04 16:19:00;""
1404;131;2021-09-10 19:04:00;"";2021-09-10 20:13:00;""
1405;6;2021-07-31 20:56:00;"";2021-07-31 21:46:00;""
1406;6;2021-08-02 15:44:00;"";2021-08-02 16:20:00;""
1407;6;2021-08-02 18:29:00;"";2021-08-02 19:34:00;""
1408;6;2021-08-02 20:07:00;"";2021-08-02 21:31:00;""
1409;6;2021-07-28 16:28:00;"";2021-07-28 17:46:00;""
1411;16;2021-07-26 15:37:00;"";2021-07-26 16:47:00;""
1412;16;2021-07-27 13:31:00;"";2021-07-27 14:12:00;""
1413;16;2021-07-29 14:42:00;"";2021-07-29 15:47:00;""
1414;16;2021-07-22 11:52:00;"";2021-07-22 12:39:00;""
1415;16;2021-07-25 11:13:00;"";2021-07-25 12:20:00;""
1417;208;2021-07-10 14:49:00;"";2021-07-10 15:47:00;""
1418;208;2021-07-20 07:35:00;"";2021-07-20 08:45:00;""
1419;208;2021-07-21 13:32:00;"";2021-07-21 14:16:00;""
1420;208;2021-07-10 17:13:00;"";2021-07-10 18:10:00;""
1421;208;2021-07-10 19:09:00;"";2021-07-10 20:00:00;""
1422;208;2021-07-16 13:14:00;"";2021-07-16 14:02:00;""
1423;196;2021-08-31 14:22:00;"";2021-08-31 15:26:00;""
1424;196;2021-09-06 15:05:00;"";2021-09-06 15:38:00;""
1425;196;2021-09-02 10:51:00;"";2021-09-02 11:40:00;""
1426;196;2021-09-08 19:50:00;"";2021-09-08 20:40:00;""
1429;114;2021-08-12 20:21:00;"";2021-08-12 21:20:00;""
1430;114;2021-08-11 09:31:00;"";2021-08-11 10:23:00;""
1432;114;2021-08-09 15:02:00;"";2021-08-09 15:52:00;""
1433;114;2021-08-13 09:23:00;"";2021-08-13 10:12:00;""
1434;114;2021-08-07 14:35:00;"";2021-08-07 15:36:00;""
1435;57;2021-07-10 15:06:00;"";2021-07-10 16:09:00;""
1436;57;2021-07-10 17:22:00;"";2021-07-10 18:35:00;""
1437;57;2021-07-12 16:03:00;"";2021-07-12 16:59:00;""
1441;104;2021-08-06 17:25:00;"";2021-08-06 18:41:00;""
1443;104;2021-08-15 09:14:00;"";2021-08-15 10:11:00;""
1444;104;2021-08-07 19:58:00;"";2021-08-07 20:35:00;""
1445;104;2021-08-10 15:21:00;"";2021-08-10 16:15:00;""
1447;152;2021-07-11 17:07:00;"";2021-07-11 18:03:00;""
1449;152;2021-07-10 13:59:00;"";2021-07-10 15:05:00;""
1450;152;2021-07-07 17:21:00;"";2021-07-07 18:11:00;""
1453;157;2021-08-02 19:38:00;"";2021-08-02 20:43:00;""
1455;157;2021-07-30 13:45:00;"";2021-07-30 14:22:00;""
1456;157;2021-08-04 17:31:00;"";2021-08-04 18:23:00;""
1458;157;2021-08-03 20:01:00;"";2021-08-03 21:13:00;""
1460;195;2021-08-08 12:59:00;"";2021-08-08 14:03:00;""
1461;195;2021-08-08 15:27:00;"";2021-08-08 16:24:00;""
1462;195;2021-08-07 09:49:00;"";2021-08-07 10:55:00;""
1464;195;2021-08-05 16:16:00;"";2021-08-05 16:49:00;""
1465;130;2021-07-26 16:41:00;"";2021-07-26 17:32:00;""
1467;130;2021-07-24 17:24:00;"";2021-07-24 18:21:00;""
1469;130;2021-07-26 18:16:00;"";2021-07-26 18:57:00;""
1470;130;2021-07-27 21:08:00;"";2021-07-27 21:44:00;""
1471;164;2021-07-08 13:17:00;"";2021-07-08 14:07:00;""
1473;164;2021-07-20 16:50:00;"";2021-07-20 17:39:00;""
1474;164;2021-07-08 14:51:00;"";2021-07-08 16:04:00;""
1475;164;2021-07-13 09:45:00;"";2021-07-13 10:44:00;""
1476;164;2021-07-13 12:56:00;"";2021-07-13 13:43:00;""
1477;43;2021-09-01 17:55:00;"";2021-09-01 18:46:00;""
1478;43;2021-08-28 11:53:00;"";2021-08-28 12:40:00;""
1479;43;2021-08-28 14:01:00;"";2021-08-28 14:53:00;""
1480;43;2021-09-03 16:10:00;"";2021-09-03 17:04:00;""
1481;43;2021-09-02 21:40:00;"";2021-09-02 22:31:00;""
1483;6;2021-07-13 18:58:00;"";2021-07-13 19:51:00;""
1484;6;2021-07-12 17:53:00;"";2021-07-12 18:27:00;""
1485;6;2021-07-09 17:50:00;"";2021-07-09 18:56:00;""
1486;6;2021-07-09 19:25:00;"";2021-07-09 20:23:00;""
1488;6;2021-07-11 17:23:00;"";2021-07-11 18:17:00;""
1489;10;2021-08-08 18:31:00;"";2021-08-08 19:36:00;""
1490;10;2021-08-08 20:18:00;"";2021-08-08 21:03:00;""
1492;10;2021-08-13 19:19:00;"";2021-08-13 20:18:00;""
1493;10;2021-08-11 19:27:00;"";2021-08-11 20:30:00;""
1494;10;2021-08-09 19:59:00;"";2021-08-09 20:32:00;""
1495;91;2021-07-27 15:35:00;"";2021-07-27 16:37:00;""
1497;91;2021-07-28 12:22:00;"";2021-07-28 13:20:00;""
1498;91;2021-07-27 18:03:00;"";2021-07-27 18:40:00;""
1499;91;2021-07-24 13:45:00;"";2021-07-24 14:42:00;""
1500;91;2021-07-28 15:04:00;"";2021-07-28 15:43:00;""
1501;125;2021-08-09 19:25:00;"";2021-08-09 20:04:00;""
1502;125;2021-08-12 18:34:00;"";2021-08-12 19:17:00;""
1504;125;2021-08-08 17:14:00;"";2021-08-08 17:59:00;""
1505;125;2021-08-06 13:36:00;"";2021-08-06 14:38:00;""
1507;62;2021-07-14 16:37:00;"";2021-07-14 17:35:00;""
1508;62;2021-07-25 12:52:00;"";2021-07-25 13:48:00;""
1509;62;2021-07-13 21:13:00;"";2021-07-13 21:56:00;""
1510;62;2021-07-19 17:14:00;"";2021-07-19 18:10:00;""
1512;62;2021-07-20 13:17:00;"";2021-07-20 14:11:00;""
1514;170;2021-08-13 18:36:00;"";2021-08-13 19:55:00;""
1515;170;2021-08-10 18:43:00;"";2021-08-10 19:42:00;""
1518;170;2021-08-10 21:03:00;"";2021-08-10 21:49:00;""
1519;79;2021-07-08 15:04:00;"";2021-07-08 15:53:00;""
1521;79;2021-07-09 16:41:00;"";2021-07-09 17:19:00;""
1523;79;2021-07-08 19:01:00;"";2021-07-08 20:14:00;""
1524;79;2021-07-07 11:41:00;"";2021-07-07 12:57:00;""
1525;143;2021-07-12 12:57:00;"";2021-07-12 13:45:00;""
1526;143;2021-07-12 14:34:00;"";2021-07-12 15:17:00;""
1527;143;2021-07-11 16:55:00;"";2021-07-11 17:46:00;""
1529;143;2021-07-11 19:10:00;"";2021-07-11 19:52:00;""
1530;143;2021-07-16 19:30:00;"";2021-07-16 20:31:00;""
1534;133;2021-07-22 12:59:00;"";2021-07-22 13:44:00;""
1537;174;2021-09-05 17:24:00;"";2021-09-05 18:29:00;""
1538;174;2021-09-05 19:29:00;"";2021-09-05 20:32:00;""
1539;174;2021-09-03 18:34:00;"";2021-09-03 19:55:00;""
1540;174;2021-09-07 16:59:00;"";2021-09-07 18:03:00;""
1541;174;2021-09-05 22:02:00;"unlikely start time";2021-09-05 22:54:00;""
1542;174;2021-09-04 16:17:00;"";2021-09-04 17:04:00;""
1543;86;2021-07-14 07:45:00;"";2021-07-14 08:54:00;""
1544;86;2021-07-18 14:38:00;"";2021-07-18 15:47:00;""
1545;86;2021-07-22 14:24:00;"";2021-07-22 15:21:00;""
1547;86;2021-07-17 13:40:00;"";2021-07-17 14:29:00;""
1550;46;2021-08-05 12:58:00;"";2021-08-05 13:55:00;""
1551;46;2021-08-06 14:49:00;"";2021-08-06 15:37:00;""
1552;46;2021-08-19 10:22:00;"";2021-08-19 11:23:00;""
1553;46;2021-08-09 12:51:00;"";2021-08-09 13:41:00;""
1555;8;2021-07-11 16:29:00;"";2021-07-11 17:24:00;""
1556;8;2021-07-17 14:00:00;"";2021-07-17 14:57:00;""
1558;8;2021-07-20 16:16:00;"";2021-07-20 17:21:00;""
1559;8;2021-07-07 18:29:00;"";2021-07-07 19:22:00;""
1561;151;2021-08-03 15:46:00;"";2021-08-03 16:45:00;""
1562;151;2021-07-22 15:54:00;"";2021-07-22 16:46:00;""
1564;151;2021-07-31 18:51:00;"";2021-07-31 19:40:00;""
1565;151;2021-07-26 19:43:00;"";2021-07-26 20:34:00;""
1566;151;2021-07-22 18:31:00;"";2021-07-22 19:17:00;""
1567;150;2021-08-05 17:00:00;"";2021-08-05 18:10:00;""
1569;150;2021-07-28 16:57:00;"";2021-07-28 18:05:00;""
1570;150;2021-08-05 21:18:00;"";2021-08-05 22:11:00;""
1572;150;2021-07-29 14:20:00;"";2021-07-29 15:08:00;""
1575;178;2021-07-09 10:55:00;"";2021-07-09 11:46:00;""
1577;178;2021-07-16 14:51:00;"";2021-07-16 15:34:00;""
1578;178;2021-07-08 18:20:00;"";2021-07-08 19:04:00;""
1579;156;2021-08-19 18:46:00;"";2021-08-19 19:32:00;""
1580;156;2021-08-19 21:23:00;"";2021-08-19 22:24:00;""
1581;156;2021-08-21 16:35:00;"";2021-08-21 17:47:00;""
1583;156;2021-08-27 18:48:00;"";2021-08-27 19:26:00;""
1584;156;2021-08-21 18:15:00;"";2021-08-21 19:02:00;""
1585;195;2021-08-08 18:41:00;"";2021-08-08 19:48:00;""
1588;195;2021-08-06 17:22:00;"";2021-08-06 18:23:00;""
1591;201;2021-08-01 14:41:00;"";2021-08-01 15:35:00;""
1592;201;2021-08-02 20:09:00;"";2021-08-02 20:57:00;""
1593;201;2021-07-28 11:17:00;"";2021-07-28 12:16:00;""
1594;201;2021-07-28 12:50:00;"";2021-07-28 13:47:00;""
1595;201;2021-08-06 15:01:00;"";2021-08-06 15:51:00;""
1596;201;2021-07-28 14:35:00;"";2021-07-28 15:34:00;""
1598;93;2021-07-16 17:33:00;"";2021-07-16 18:26:00;""
1599;93;2021-07-19 16:18:00;"";2021-07-19 16:51:00;""
1600;93;2021-07-27 16:09:00;"";2021-07-27 16:58:00;""
1601;93;2021-07-13 21:31:00;"";2021-07-13 22:25:00;""
1603;43;2021-08-31 10:33:00;"";2021-08-31 11:28:00;""
1604;43;2021-08-29 11:45:00;"";2021-08-29 12:32:00;""
1607;43;2021-08-31 13:05:00;"";2021-08-31 13:39:00;""
1610;13;2021-07-23 18:10:00;"";2021-07-23 19:20:00;""
1611;13;2021-07-29 17:33:00;"";2021-07-29 18:35:00;""
1612;13;2021-07-27 16:18:00;"";2021-07-27 17:41:00;""
1613;13;2021-07-25 15:00:00;"";2021-07-25 15:45:00;""
1614;13;2021-07-25 16:45:00;"";2021-07-25 17:43:00;""
1615;86;2021-08-14 18:20:00;"";2021-08-14 19:05:00;""
1616;86;2021-08-09 11:15:00;"";2021-08-09 12:11:00;""
1617;86;2021-08-21 19:26:00;"";2021-08-21 20:24:00;""
1618;86;2021-08-11 17:45:00;"";2021-08-11 18:55:00;""
1620;86;2021-08-15 20:00:00;"";2021-08-15 21:02:00;""
1622;150;2021-07-30 18:55:00;"";2021-07-30 19:29:00;""
1623;150;2021-07-22 20:03:00;"";2021-07-22 21:02:00;""
1624;150;2021-07-21 18:49:00;"";2021-07-21 19:48:00;""
1625;150;2021-07-27 15:56:00;"";2021-07-27 16:59:00;""
1628;207;2021-08-06 12:31:00;"";2021-08-06 13:15:00;""
1629;207;2021-08-03 16:33:00;"";2021-08-03 17:27:00;""
1631;207;2021-08-05 10:01:00;"";2021-08-05 11:14:00;""
1633;112;2021-07-14 18:52:00;"";2021-07-14 20:01:00;""
1636;112;2021-07-20 18:20:00;"";2021-07-20 19:46:00;""
1637;112;2021-07-13 15:39:00;"";2021-07-13 16:59:00;""
1639;138;2021-07-29 18:04:00;"";2021-07-29 19:04:00;""
1640;138;2021-07-27 18:09:00;"";2021-07-27 19:25:00;""
1641;138;2021-07-24 18:45:00;"";2021-07-24 19:54:00;""
1642;138;2021-07-20 19:46:00;"";2021-07-20 20:35:00;""
1643;138;2021-07-27 20:09:00;"";2021-07-27 21:05:00;""
1645;118;2021-07-21 17:38:00;"";2021-07-21 18:44:00;""
1646;118;2021-07-24 09:50:00;"";2021-07-24 10:29:00;""
1648;118;2021-07-31 16:08:00;"";2021-07-31 17:02:00;""
1650;118;2021-07-26 21:12:00;"";2021-07-26 21:56:00;""
1651;134;2021-07-23 14:11:00;"";2021-07-23 15:20:00;""
1652;134;2021-07-23 16:37:00;"";2021-07-23 17:54:00;""
1653;134;2021-07-25 17:09:00;"";2021-07-25 18:10:00;""
1654;134;2021-07-26 19:05:00;"";2021-07-26 19:44:00;""
1655;134;2021-07-25 19:38:00;"";2021-07-25 20:48:00;""
1656;134;2021-07-26 20:49:00;"";2021-07-26 21:38:00;""
1658;103;2021-08-18 18:06:00;"";2021-08-18 18:57:00;""
1659;103;2021-08-05 15:59:00;"";2021-08-05 16:45:00;""
1660;103;2021-08-05 17:35:00;"";2021-08-05 18:29:00;""
1661;103;2021-08-06 15:04:00;"";2021-08-06 15:41:00;""
1662;103;2021-08-15 10:31:00;"";2021-08-15 11:28:00;""
1664;85;2021-07-11 10:22:00;"";2021-07-11 11:15:00;""
1666;85;2021-07-07 16:30:00;"";2021-07-07 17:19:00;""
1667;85;2021-07-18 13:58:00;"";2021-07-18 15:04:00;""
1668;85;2021-07-13 13:06:00;"";2021-07-13 14:00:00;""
1669;62;2021-07-21 09:06:00;"";2021-07-21 10:10:00;""
1670;62;2021-07-13 18:47:00;"";2021-07-13 19:41:00;""
1671;62;2021-07-08 19:53:00;"";2021-07-08 20:47:00;""
1672;62;2021-07-12 18:34:00;"";2021-07-12 19:14:00;""
