"idno";"intnum";"int_period";"duration"
1429;114;2021-08-12 20:21:00 UTC--2021-08-12 21:20:00 UTC;59
1430;114;2021-08-11 09:31:00 UTC--2021-08-11 10:23:00 UTC;52
1432;114;2021-08-09 15:02:00 UTC--2021-08-09 15:52:00 UTC;50
1433;114;2021-08-13 09:23:00 UTC--2021-08-13 10:12:00 UTC;49
1434;114;2021-08-07 14:35:00 UTC--2021-08-07 15:36:00 UTC;61
1435;57;2021-07-10 15:06:00 UTC--2021-07-10 16:09:00 UTC;63
1436;57;2021-07-10 17:22:00 UTC--2021-07-10 18:35:00 UTC;73
1437;57;2021-07-12 16:03:00 UTC--2021-07-12 16:59:00 UTC;56
1441;104;2021-08-06 17:25:00 UTC--2021-08-06 18:41:00 UTC;76
1443;104;2021-08-15 09:14:00 UTC--2021-08-15 10:11:00 UTC;57
1444;104;2021-08-07 19:58:00 UTC--2021-08-07 20:35:00 UTC;37
1445;104;2021-08-10 15:21:00 UTC--2021-08-10 16:15:00 UTC;54
1447;152;2021-07-11 17:07:00 UTC--2021-07-11 18:03:00 UTC;56
1449;152;2021-07-10 13:59:00 UTC--2021-07-10 15:05:00 UTC;66
1450;152;2021-07-07 17:21:00 UTC--2021-07-07 18:11:00 UTC;50
1453;157;2021-08-02 19:38:00 UTC--2021-08-02 20:43:00 UTC;65
1455;157;2021-07-30 13:45:00 UTC--2021-07-30 14:22:00 UTC;37
1456;157;2021-08-04 17:31:00 UTC--2021-08-04 18:23:00 UTC;52
1458;157;2021-08-03 20:01:00 UTC--2021-08-03 21:13:00 UTC;72
1460;195;2021-08-08 12:59:00 UTC--2021-08-08 14:03:00 UTC;64
1461;195;2021-08-08 15:27:00 UTC--2021-08-08 16:24:00 UTC;57
1462;195;2021-08-07 09:49:00 UTC--2021-08-07 10:55:00 UTC;66
1464;195;2021-08-05 16:16:00 UTC--2021-08-05 16:49:00 UTC;33
1465;130;2021-07-26 16:41:00 UTC--2021-07-26 17:32:00 UTC;51
1467;130;2021-07-24 17:24:00 UTC--2021-07-24 18:21:00 UTC;57
1469;130;2021-07-26 18:16:00 UTC--2021-07-26 18:57:00 UTC;41
1470;130;2021-07-27 21:08:00 UTC--2021-07-27 21:44:00 UTC;36
1471;164;2021-07-08 13:17:00 UTC--2021-07-08 14:07:00 UTC;50
1473;164;2021-07-20 16:50:00 UTC--2021-07-20 17:39:00 UTC;49
1474;164;2021-07-08 14:51:00 UTC--2021-07-08 16:04:00 UTC;73
1475;164;2021-07-13 09:45:00 UTC--2021-07-13 10:44:00 UTC;59
1476;164;2021-07-13 12:56:00 UTC--2021-07-13 13:43:00 UTC;47
1477;43;2021-09-01 17:55:00 UTC--2021-09-01 18:46:00 UTC;51
1478;43;2021-08-28 11:53:00 UTC--2021-08-28 12:40:00 UTC;47
1479;43;2021-08-28 14:01:00 UTC--2021-08-28 14:53:00 UTC;52
1480;43;2021-09-03 16:10:00 UTC--2021-09-03 17:04:00 UTC;54
1481;43;2021-09-02 21:40:00 UTC--2021-09-02 22:31:00 UTC;51
1483;6;2021-07-13 18:58:00 UTC--2021-07-13 19:51:00 UTC;53
1484;6;2021-07-12 17:53:00 UTC--2021-07-12 18:27:00 UTC;34
1485;6;2021-07-09 17:50:00 UTC--2021-07-09 18:56:00 UTC;66
1486;6;2021-07-09 19:25:00 UTC--2021-07-09 20:23:00 UTC;58
1488;6;2021-07-11 17:23:00 UTC--2021-07-11 18:17:00 UTC;54
1489;10;2021-08-08 18:31:00 UTC--2021-08-08 19:36:00 UTC;65
1490;10;2021-08-08 20:18:00 UTC--2021-08-08 21:03:00 UTC;45
1492;10;2021-08-13 19:19:00 UTC--2021-08-13 20:18:00 UTC;59
1493;10;2021-08-11 19:27:00 UTC--2021-08-11 20:30:00 UTC;63
1494;10;2021-08-09 19:59:00 UTC--2021-08-09 20:32:00 UTC;33
1495;91;2021-07-27 15:35:00 UTC--2021-07-27 16:37:00 UTC;62
1497;91;2021-07-28 12:22:00 UTC--2021-07-28 13:20:00 UTC;58
1498;91;2021-07-27 18:03:00 UTC--2021-07-27 18:40:00 UTC;37
1499;91;2021-07-24 13:45:00 UTC--2021-07-24 14:42:00 UTC;57
1500;91;2021-07-28 15:04:00 UTC--2021-07-28 15:43:00 UTC;39
1501;125;2021-08-09 19:25:00 UTC--2021-08-09 20:04:00 UTC;39
1502;125;2021-08-12 18:34:00 UTC--2021-08-12 19:17:00 UTC;43
1504;125;2021-08-08 17:14:00 UTC--2021-08-08 17:59:00 UTC;45
1505;125;2021-08-06 13:36:00 UTC--2021-08-06 14:38:00 UTC;62
1507;62;2021-07-14 16:37:00 UTC--2021-07-14 17:35:00 UTC;58
1508;62;2021-07-25 12:52:00 UTC--2021-07-25 13:48:00 UTC;56
1509;62;2021-07-13 21:13:00 UTC--2021-07-13 21:56:00 UTC;43
1510;62;2021-07-19 17:14:00 UTC--2021-07-19 18:10:00 UTC;56
1512;62;2021-07-20 13:17:00 UTC--2021-07-20 14:11:00 UTC;54
1514;170;2021-08-13 18:36:00 UTC--2021-08-13 19:55:00 UTC;79
1515;170;2021-08-10 18:43:00 UTC--2021-08-10 19:42:00 UTC;59
1518;170;2021-08-10 21:03:00 UTC--2021-08-10 21:49:00 UTC;46
1519;79;2021-07-08 15:04:00 UTC--2021-07-08 15:53:00 UTC;49
1521;79;2021-07-09 16:41:00 UTC--2021-07-09 17:19:00 UTC;38
1523;79;2021-07-08 19:01:00 UTC--2021-07-08 20:14:00 UTC;73
1524;79;2021-07-07 11:41:00 UTC--2021-07-07 12:57:00 UTC;76
1525;143;2021-07-12 12:57:00 UTC--2021-07-12 13:45:00 UTC;48
1526;143;2021-07-12 14:34:00 UTC--2021-07-12 15:17:00 UTC;43
1527;143;2021-07-11 16:55:00 UTC--2021-07-11 17:46:00 UTC;51
1529;143;2021-07-11 19:10:00 UTC--2021-07-11 19:52:00 UTC;42
1530;143;2021-07-16 19:30:00 UTC--2021-07-16 20:31:00 UTC;61
1534;133;2021-07-22 12:59:00 UTC--2021-07-22 13:44:00 UTC;45
1537;174;2021-09-05 17:24:00 UTC--2021-09-05 18:29:00 UTC;65
1538;174;2021-09-05 19:29:00 UTC--2021-09-05 20:32:00 UTC;63
1539;174;2021-09-03 18:34:00 UTC--2021-09-03 19:55:00 UTC;81
1540;174;2021-09-07 16:59:00 UTC--2021-09-07 18:03:00 UTC;64
1541;174;2021-09-05 22:02:00 UTC--2021-09-05 22:54:00 UTC;52
1542;174;2021-09-04 16:17:00 UTC--2021-09-04 17:04:00 UTC;47
1543;86;2021-07-14 07:45:00 UTC--2021-07-14 08:54:00 UTC;69
1544;86;2021-07-18 14:38:00 UTC--2021-07-18 15:47:00 UTC;69
1545;86;2021-07-22 14:24:00 UTC--2021-07-22 15:21:00 UTC;57
1547;86;2021-07-17 13:40:00 UTC--2021-07-17 14:29:00 UTC;49
1550;46;2021-08-05 12:58:00 UTC--2021-08-05 13:55:00 UTC;57
1551;46;2021-08-06 14:49:00 UTC--2021-08-06 15:37:00 UTC;48
1552;46;2021-08-19 10:22:00 UTC--2021-08-19 11:23:00 UTC;61
1553;46;2021-08-09 12:51:00 UTC--2021-08-09 13:41:00 UTC;50
1555;8;2021-07-11 16:29:00 UTC--2021-07-11 17:24:00 UTC;55
1556;8;2021-07-17 14:00:00 UTC--2021-07-17 14:57:00 UTC;57
1558;8;2021-07-20 16:16:00 UTC--2021-07-20 17:21:00 UTC;65
1559;8;2021-07-07 18:29:00 UTC--2021-07-07 19:22:00 UTC;53
1561;151;2021-08-03 15:46:00 UTC--2021-08-03 16:45:00 UTC;59
1562;151;2021-07-22 15:54:00 UTC--2021-07-22 16:46:00 UTC;52
1564;151;2021-07-31 18:51:00 UTC--2021-07-31 19:40:00 UTC;49
1565;151;2021-07-26 19:43:00 UTC--2021-07-26 20:34:00 UTC;51
1566;151;2021-07-22 18:31:00 UTC--2021-07-22 19:17:00 UTC;46
1567;150;2021-08-05 17:00:00 UTC--2021-08-05 18:10:00 UTC;70
1569;150;2021-07-28 16:57:00 UTC--2021-07-28 18:05:00 UTC;68
1570;150;2021-08-05 21:18:00 UTC--2021-08-05 22:11:00 UTC;53
1572;150;2021-07-29 14:20:00 UTC--2021-07-29 15:08:00 UTC;48
1575;178;2021-07-09 10:55:00 UTC--2021-07-09 11:46:00 UTC;51
1577;178;2021-07-16 14:51:00 UTC--2021-07-16 15:34:00 UTC;43
1578;178;2021-07-08 18:20:00 UTC--2021-07-08 19:04:00 UTC;44
1579;156;2021-08-19 18:46:00 UTC--2021-08-19 19:32:00 UTC;46
1580;156;2021-08-19 21:23:00 UTC--2021-08-19 22:24:00 UTC;61
1581;156;2021-08-21 16:35:00 UTC--2021-08-21 17:47:00 UTC;72
1583;156;2021-08-27 18:48:00 UTC--2021-08-27 19:26:00 UTC;38
1584;156;2021-08-21 18:15:00 UTC--2021-08-21 19:02:00 UTC;47
1585;195;2021-08-08 18:41:00 UTC--2021-08-08 19:48:00 UTC;67
1588;195;2021-08-06 17:22:00 UTC--2021-08-06 18:23:00 UTC;61
1591;201;2021-08-01 14:41:00 UTC--2021-08-01 15:35:00 UTC;54
1592;201;2021-08-02 20:09:00 UTC--2021-08-02 20:57:00 UTC;48
1593;201;2021-07-28 11:17:00 UTC--2021-07-28 12:16:00 UTC;59
1594;201;2021-07-28 12:50:00 UTC--2021-07-28 13:47:00 UTC;57
1595;201;2021-08-06 15:01:00 UTC--2021-08-06 15:51:00 UTC;50
1596;201;2021-07-28 14:35:00 UTC--2021-07-28 15:34:00 UTC;59
1598;93;2021-07-16 17:33:00 UTC--2021-07-16 18:26:00 UTC;53
1599;93;2021-07-19 16:18:00 UTC--2021-07-19 16:51:00 UTC;33
1600;93;2021-07-27 16:09:00 UTC--2021-07-27 16:58:00 UTC;49
1601;93;2021-07-13 21:31:00 UTC--2021-07-13 22:25:00 UTC;54
1603;43;2021-08-31 10:33:00 UTC--2021-08-31 11:28:00 UTC;55
1604;43;2021-08-29 11:45:00 UTC--2021-08-29 12:32:00 UTC;47
1607;43;2021-08-31 13:05:00 UTC--2021-08-31 13:39:00 UTC;34
1610;13;2021-07-23 18:10:00 UTC--2021-07-23 19:20:00 UTC;70
1611;13;2021-07-29 17:33:00 UTC--2021-07-29 18:35:00 UTC;62
1612;13;2021-07-27 16:18:00 UTC--2021-07-27 17:41:00 UTC;83
1613;13;2021-07-25 15:00:00 UTC--2021-07-25 15:45:00 UTC;45
1614;13;2021-07-25 16:45:00 UTC--2021-07-25 17:43:00 UTC;58
1615;86;2021-08-14 18:20:00 UTC--2021-08-14 19:05:00 UTC;45
1616;86;2021-08-09 11:15:00 UTC--2021-08-09 12:11:00 UTC;56
1617;86;2021-08-21 19:26:00 UTC--2021-08-21 20:24:00 UTC;58
1618;86;2021-08-11 17:45:00 UTC--2021-08-11 18:55:00 UTC;70
1620;86;2021-08-15 20:00:00 UTC--2021-08-15 21:02:00 UTC;62
1622;150;2021-07-30 18:55:00 UTC--2021-07-30 19:29:00 UTC;34
1623;150;2021-07-22 20:03:00 UTC--2021-07-22 21:02:00 UTC;59
1624;150;2021-07-21 18:49:00 UTC--2021-07-21 19:48:00 UTC;59
1625;150;2021-07-27 15:56:00 UTC--2021-07-27 16:59:00 UTC;63
1628;207;2021-08-06 12:31:00 UTC--2021-08-06 13:15:00 UTC;44
1629;207;2021-08-03 16:33:00 UTC--2021-08-03 17:27:00 UTC;54
1631;207;2021-08-05 10:01:00 UTC--2021-08-05 11:14:00 UTC;73
1633;112;2021-07-14 18:52:00 UTC--2021-07-14 20:01:00 UTC;69
1636;112;2021-07-20 18:20:00 UTC--2021-07-20 19:46:00 UTC;86
1637;112;2021-07-13 15:39:00 UTC--2021-07-13 16:59:00 UTC;80
1639;138;2021-07-29 18:04:00 UTC--2021-07-29 19:04:00 UTC;60
1640;138;2021-07-27 18:09:00 UTC--2021-07-27 19:25:00 UTC;76
1641;138;2021-07-24 18:45:00 UTC--2021-07-24 19:54:00 UTC;69
1642;138;2021-07-20 19:46:00 UTC--2021-07-20 20:35:00 UTC;49
1643;138;2021-07-27 20:09:00 UTC--2021-07-27 21:05:00 UTC;56
1645;118;2021-07-21 17:38:00 UTC--2021-07-21 18:44:00 UTC;66
1646;118;2021-07-24 09:50:00 UTC--2021-07-24 10:29:00 UTC;39
1648;118;2021-07-31 16:08:00 UTC--2021-07-31 17:02:00 UTC;54
1650;118;2021-07-26 21:12:00 UTC--2021-07-26 21:56:00 UTC;44
1651;134;2021-07-23 14:11:00 UTC--2021-07-23 15:20:00 UTC;69
1652;134;2021-07-23 16:37:00 UTC--2021-07-23 17:54:00 UTC;77
1653;134;2021-07-25 17:09:00 UTC--2021-07-25 18:10:00 UTC;61
1654;134;2021-07-26 19:05:00 UTC--2021-07-26 19:44:00 UTC;39
1655;134;2021-07-25 19:38:00 UTC--2021-07-25 20:48:00 UTC;70
1656;134;2021-07-26 20:49:00 UTC--2021-07-26 21:38:00 UTC;49
1658;103;2021-08-18 18:06:00 UTC--2021-08-18 18:57:00 UTC;51
1659;103;2021-08-05 15:59:00 UTC--2021-08-05 16:45:00 UTC;46
1660;103;2021-08-05 17:35:00 UTC--2021-08-05 18:29:00 UTC;54
1661;103;2021-08-06 15:04:00 UTC--2021-08-06 15:41:00 UTC;37
1662;103;2021-08-15 10:31:00 UTC--2021-08-15 11:28:00 UTC;57
1664;85;2021-07-11 10:22:00 UTC--2021-07-11 11:15:00 UTC;53
1666;85;2021-07-07 16:30:00 UTC--2021-07-07 17:19:00 UTC;49
1667;85;2021-07-18 13:58:00 UTC--2021-07-18 15:04:00 UTC;66
1668;85;2021-07-13 13:06:00 UTC--2021-07-13 14:00:00 UTC;54
1669;62;2021-07-21 09:06:00 UTC--2021-07-21 10:10:00 UTC;64
1670;62;2021-07-13 18:47:00 UTC--2021-07-13 19:41:00 UTC;54
1671;62;2021-07-08 19:53:00 UTC--2021-07-08 20:47:00 UTC;54
1672;62;2021-07-12 18:34:00 UTC--2021-07-12 19:14:00 UTC;40
1673;62;2021-07-15 12:19:00 UTC--2021-07-15 13:15:00 UTC;56
1675;57;2021-07-23 14:10:00 UTC--2021-07-23 15:30:00 UTC;80
1676;57;2021-07-23 16:52:00 UTC--2021-07-23 17:34:00 UTC;42
1677;57;2021-07-26 12:06:00 UTC--2021-07-26 12:44:00 UTC;38
1678;57;2021-07-26 14:46:00 UTC--2021-07-26 15:53:00 UTC;67
1680;57;2021-07-22 18:47:00 UTC--2021-07-22 19:45:00 UTC;58
1681;137;2021-09-08 21:51:00 UTC--2021-09-08 22:44:00 UTC;53
1682;137;2021-09-06 21:21:00 UTC--2021-09-06 22:27:00 UTC;66
1683;137;2021-09-04 20:53:00 UTC--2021-09-04 21:51:00 UTC;58
1684;137;2021-09-09 18:02:00 UTC--2021-09-09 18:48:00 UTC;46
1687;64;2021-09-15 09:44:00 UTC--2021-09-15 10:41:00 UTC;57
1688;64;2021-09-18 08:45:00 UTC--2021-09-18 09:37:00 UTC;52
1689;64;2021-09-13 17:43:00 UTC--2021-09-13 18:18:00 UTC;35
1690;64;2021-09-14 16:31:00 UTC--2021-09-14 17:10:00 UTC;39
1693;195;2021-08-10 11:06:00 UTC--2021-08-10 12:13:00 UTC;67
1694;195;2021-08-06 15:24:00 UTC--2021-08-06 16:09:00 UTC;45
1695;195;2021-08-12 17:43:00 UTC--2021-08-12 18:33:00 UTC;50
1696;195;2021-08-07 11:52:00 UTC--2021-08-07 12:44:00 UTC;52
1697;195;2021-08-09 11:48:00 UTC--2021-08-09 12:46:00 UTC;58
1700;55;2021-08-13 20:21:00 UTC--2021-08-13 21:10:00 UTC;49
1701;55;2021-08-10 16:57:00 UTC--2021-08-10 18:12:00 UTC;75
1702;55;2021-08-12 19:03:00 UTC--2021-08-12 20:26:00 UTC;83
1704;55;2021-08-11 15:06:00 UTC--2021-08-11 15:55:00 UTC;49
1705;188;2021-08-06 14:55:00 UTC--2021-08-06 15:43:00 UTC;48
1706;188;2021-08-06 16:49:00 UTC--2021-08-06 17:39:00 UTC;50
1707;188;2021-08-12 18:59:00 UTC--2021-08-12 20:26:00 UTC;87
1708;188;2021-08-09 17:04:00 UTC--2021-08-09 17:51:00 UTC;47
1709;188;2021-08-08 11:09:00 UTC--2021-08-08 12:03:00 UTC;54
1711;54;2021-07-31 14:29:00 UTC--2021-07-31 15:17:00 UTC;48
1714;54;2021-08-04 18:15:00 UTC--2021-08-04 19:23:00 UTC;68
1715;54;2021-08-03 17:04:00 UTC--2021-08-03 18:08:00 UTC;64
1716;54;2021-07-30 11:23:00 UTC--2021-07-30 12:18:00 UTC;55
1717;31;2021-07-27 17:14:00 UTC--2021-07-27 17:56:00 UTC;42
1718;31;2021-07-21 17:38:00 UTC--2021-07-21 18:21:00 UTC;43
1720;31;2021-07-29 15:44:00 UTC--2021-07-29 16:25:00 UTC;41
1721;31;2021-07-31 16:39:00 UTC--2021-07-31 17:25:00 UTC;46
1722;31;2021-07-27 19:42:00 UTC--2021-07-27 20:32:00 UTC;50
1723;25;2021-08-11 16:02:00 UTC--2021-08-11 17:20:00 UTC;78
1724;25;2021-08-07 17:29:00 UTC--2021-08-07 18:19:00 UTC;50
1725;25;2021-08-10 20:14:00 UTC--2021-08-10 21:01:00 UTC;47
1726;25;2021-08-11 18:46:00 UTC--2021-08-11 19:58:00 UTC;72
1728;25;2021-08-08 20:47:00 UTC--2021-08-08 21:36:00 UTC;49
1729;211;2021-07-17 15:37:00 UTC--2021-07-17 16:15:00 UTC;38
1731;211;2021-07-14 12:36:00 UTC--2021-07-14 13:19:00 UTC;43
1732;211;2021-07-27 17:03:00 UTC--2021-07-27 17:47:00 UTC;44
1733;211;2021-07-21 17:34:00 UTC--2021-07-21 18:17:00 UTC;43
1734;211;2021-07-22 20:36:00 UTC--2021-07-22 21:38:00 UTC;62
1736;132;2021-08-05 16:58:00 UTC--2021-08-05 17:52:00 UTC;54
1737;132;2021-08-17 13:21:00 UTC--2021-08-17 14:02:00 UTC;41
1740;132;2021-08-10 09:33:00 UTC--2021-08-10 10:22:00 UTC;49
1742;142;2021-07-07 15:30:00 UTC--2021-07-07 16:28:00 UTC;58
1743;142;2021-07-11 12:46:00 UTC--2021-07-11 13:31:00 UTC;45
1744;142;2021-07-10 17:23:00 UTC--2021-07-10 18:22:00 UTC;59
1745;142;2021-07-16 19:01:00 UTC--2021-07-16 19:34:00 UTC;33
1747;39;2021-08-22 15:01:00 UTC--2021-08-22 15:53:00 UTC;52
1749;39;2021-08-22 17:21:00 UTC--2021-08-22 18:11:00 UTC;50
1750;39;2021-08-23 19:06:00 UTC--2021-08-23 20:03:00 UTC;57
1752;39;2021-08-17 17:04:00 UTC--2021-08-17 17:57:00 UTC;53
1753;19;2021-07-16 10:18:00 UTC--2021-07-16 10:57:00 UTC;39
1754;19;2021-07-10 17:38:00 UTC--2021-07-10 18:15:00 UTC;37
1755;19;2021-07-09 10:01:00 UTC--2021-07-09 10:40:00 UTC;39
1756;19;2021-07-13 15:57:00 UTC--2021-07-13 16:33:00 UTC;36
1758;19;2021-07-19 19:01:00 UTC--2021-07-19 19:46:00 UTC;45
1760;83;2021-08-20 15:08:00 UTC--2021-08-20 16:26:00 UTC;78
1762;83;2021-08-28 12:32:00 UTC--2021-08-28 13:36:00 UTC;64
1763;83;2021-08-20 20:02:00 UTC--2021-08-20 21:24:00 UTC;82
1764;83;2021-08-31 17:47:00 UTC--2021-08-31 18:44:00 UTC;57
1765;138;2021-07-07 11:08:00 UTC--2021-07-07 12:38:00 UTC;90
1766;138;2021-07-09 13:54:00 UTC--2021-07-09 15:07:00 UTC;73
1768;138;2021-07-11 10:57:00 UTC--2021-07-11 11:39:00 UTC;42
1769;138;2021-07-11 12:22:00 UTC--2021-07-11 12:56:00 UTC;34
1770;138;2021-07-08 17:52:00 UTC--2021-07-08 18:28:00 UTC;36
1775;213;2021-09-09 16:54:00 UTC--2021-09-09 17:33:00 UTC;39
1776;213;2021-09-03 20:54:00 UTC--2021-09-03 21:38:00 UTC;44
1777;188;2021-07-17 17:25:00 UTC--2021-07-17 18:15:00 UTC;50
1779;188;2021-07-17 19:44:00 UTC--2021-07-17 21:00:00 UTC;76
1781;188;2021-07-20 13:05:00 UTC--2021-07-20 14:17:00 UTC;72
1782;188;2021-07-15 16:01:00 UTC--2021-07-15 16:58:00 UTC;57
1784;141;2021-07-10 15:01:00 UTC--2021-07-10 15:44:00 UTC;43
1785;141;2021-07-13 18:57:00 UTC--2021-07-13 19:38:00 UTC;41
1787;141;2021-07-14 19:55:00 UTC--2021-07-14 20:46:00 UTC;51
1789;169;2021-08-08 17:32:00 UTC--2021-08-08 18:20:00 UTC;48
1790;169;2021-08-08 20:16:00 UTC--2021-08-08 21:03:00 UTC;47
1791;169;2021-08-13 14:44:00 UTC--2021-08-13 15:32:00 UTC;48
1793;169;2021-08-07 15:22:00 UTC--2021-08-07 16:02:00 UTC;40
1794;169;2021-08-13 16:14:00 UTC--2021-08-13 17:06:00 UTC;52
1795;79;2021-07-24 17:30:00 UTC--2021-07-24 18:19:00 UTC;49
1797;79;2021-07-17 19:01:00 UTC--2021-07-17 19:55:00 UTC;54
1798;79;2021-07-14 16:42:00 UTC--2021-07-14 17:37:00 UTC;55
1799;79;2021-07-14 19:13:00 UTC--2021-07-14 20:14:00 UTC;61
1801;133;2021-08-15 15:36:00 UTC--2021-08-15 16:16:00 UTC;40
1802;133;2021-08-24 14:03:00 UTC--2021-08-24 15:07:00 UTC;64
1804;133;2021-08-20 19:14:00 UTC--2021-08-20 20:09:00 UTC;55
1805;133;2021-08-19 16:30:00 UTC--2021-08-19 17:04:00 UTC;34
1807;26;2021-08-01 15:53:00 UTC--2021-08-01 16:47:00 UTC;54
1809;26;2021-07-25 12:00:00 UTC--2021-07-25 12:50:00 UTC;50
1811;26;2021-07-22 15:35:00 UTC--2021-07-22 16:29:00 UTC;54
1812;26;2021-07-27 16:10:00 UTC--2021-07-27 16:45:00 UTC;35
1813;35;2021-08-27 11:50:00 UTC--2021-08-27 13:02:00 UTC;72
1814;35;2021-08-28 10:24:00 UTC--2021-08-28 10:56:00 UTC;32
1815;35;2021-09-03 15:41:00 UTC--2021-09-03 16:36:00 UTC;55
1816;35;2021-08-28 12:18:00 UTC--2021-08-28 13:19:00 UTC;61
1817;35;2021-08-24 17:18:00 UTC--2021-08-24 18:08:00 UTC;50
1819;145;2021-08-25 16:56:00 UTC--2021-08-25 17:52:00 UTC;56
1820;145;2021-08-20 14:58:00 UTC--2021-08-20 16:10:00 UTC;72
1821;145;2021-08-29 20:56:00 UTC--2021-08-29 21:46:00 UTC;50
1823;145;2021-08-21 13:22:00 UTC--2021-08-21 14:09:00 UTC;47
1824;145;2021-08-18 20:19:00 UTC--2021-08-18 21:00:00 UTC;41
1825;185;2021-07-26 15:09:00 UTC--2021-07-26 15:52:00 UTC;43
1826;185;2021-07-29 18:09:00 UTC--2021-07-29 18:55:00 UTC;46
1827;185;2021-07-31 17:14:00 UTC--2021-07-31 17:50:00 UTC;36
1828;185;2021-07-27 17:02:00 UTC--2021-07-27 17:38:00 UTC;36
1829;185;2021-07-23 11:11:00 UTC--2021-07-23 11:40:00 UTC;29
1832;214;2021-07-14 17:06:00 UTC--2021-07-14 18:13:00 UTC;67
1833;214;2021-07-08 14:09:00 UTC--2021-07-08 15:10:00 UTC;61
1834;214;2021-07-12 13:02:00 UTC--2021-07-12 14:10:00 UTC;68
1836;214;2021-07-09 20:26:00 UTC--2021-07-09 21:29:00 UTC;63
1837;60;2021-07-21 15:37:00 UTC--2021-07-21 16:47:00 UTC;70
1838;60;2021-08-04 18:24:00 UTC--2021-08-04 19:14:00 UTC;50
1840;60;2021-07-30 14:53:00 UTC--2021-07-30 16:14:00 UTC;81
1841;60;2021-07-27 10:32:00 UTC--2021-07-27 11:40:00 UTC;68
1842;60;2021-07-27 13:10:00 UTC--2021-07-27 14:00:00 UTC;50
1843;2;2021-08-24 11:03:00 UTC--2021-08-24 12:07:00 UTC;64
1845;2;2021-08-26 15:27:00 UTC--2021-08-26 16:09:00 UTC;42
1846;2;2021-08-21 17:42:00 UTC--2021-08-21 18:33:00 UTC;51
1848;2;2021-08-25 17:48:00 UTC--2021-08-25 18:40:00 UTC;52
1849;81;2021-09-12 18:46:00 UTC--2021-09-12 19:41:00 UTC;55
1851;81;2021-09-11 13:32:00 UTC--2021-09-11 14:19:00 UTC;47
1852;81;2021-09-09 08:12:00 UTC--2021-09-09 09:07:00 UTC;55
1853;81;2021-09-06 18:32:00 UTC--2021-09-06 19:21:00 UTC;49
1854;81;2021-09-11 15:38:00 UTC--2021-09-11 16:24:00 UTC;46
1855;148;2021-08-02 09:28:00 UTC--2021-08-02 10:17:00 UTC;49
1856;148;2021-08-06 17:35:00 UTC--2021-08-06 18:27:00 UTC;52
1858;148;2021-08-02 12:26:00 UTC--2021-08-02 13:18:00 UTC;52
1860;148;2021-08-02 14:11:00 UTC--2021-08-02 14:55:00 UTC;44
1862;122;2021-08-05 16:11:00 UTC--2021-08-05 16:54:00 UTC;43
1863;122;2021-08-10 10:33:00 UTC--2021-08-10 11:22:00 UTC;49
1864;122;2021-08-11 12:27:00 UTC--2021-08-11 13:16:00 UTC;49
1865;122;2021-08-09 14:59:00 UTC--2021-08-09 15:41:00 UTC;42
1866;122;2021-08-08 18:49:00 UTC--2021-08-08 19:32:00 UTC;43
1867;8;2021-08-02 10:35:00 UTC--2021-08-02 12:08:00 UTC;93
1868;8;2021-07-28 19:19:00 UTC--2021-07-28 20:23:00 UTC;64
1869;8;2021-08-01 10:07:00 UTC--2021-08-01 10:57:00 UTC;50
1872;8;2021-08-03 13:44:00 UTC--2021-08-03 14:33:00 UTC;49
1875;207;2021-08-09 14:50:00 UTC--2021-08-09 15:50:00 UTC;60
1878;207;2021-08-10 18:38:00 UTC--2021-08-10 19:23:00 UTC;45
1879;208;2021-08-02 11:19:00 UTC--2021-08-02 12:16:00 UTC;57
1880;208;2021-08-07 15:53:00 UTC--2021-08-07 17:15:00 UTC;82
1882;208;2021-07-28 16:25:00 UTC--2021-07-28 17:23:00 UTC;58
1883;208;2021-07-29 18:14:00 UTC--2021-07-29 19:23:00 UTC;69
1886;173;2021-08-16 10:43:00 UTC--2021-08-16 12:09:00 UTC;86
1887;173;2021-08-16 12:29:00 UTC--2021-08-16 13:50:00 UTC;81
1888;173;2021-08-22 13:16:00 UTC--2021-08-22 14:03:00 UTC;47
1889;173;2021-08-24 13:41:00 UTC--2021-08-24 14:48:00 UTC;67
1894;178;2021-08-10 16:24:00 UTC--2021-08-10 17:47:00 UTC;83
1896;178;2021-08-08 14:59:00 UTC--2021-08-08 15:46:00 UTC;47
1898;54;2021-07-10 12:20:00 UTC--2021-07-10 13:09:00 UTC;49
1901;54;2021-07-11 17:02:00 UTC--2021-07-11 17:36:00 UTC;34
1902;54;2021-07-09 17:24:00 UTC--2021-07-09 18:03:00 UTC;39
1903;55;2021-08-30 12:19:00 UTC--2021-08-30 12:57:00 UTC;38
1904;55;2021-08-31 15:03:00 UTC--2021-08-31 16:04:00 UTC;61
1906;55;2021-08-29 11:30:00 UTC--2021-08-29 12:24:00 UTC;54
1907;55;2021-08-30 13:54:00 UTC--2021-08-30 14:59:00 UTC;65
1908;55;2021-08-30 17:51:00 UTC--2021-08-30 18:31:00 UTC;40
1909;80;2021-07-24 16:32:00 UTC--2021-07-24 17:34:00 UTC;62
1910;80;2021-07-26 09:48:00 UTC--2021-07-26 10:42:00 UTC;54
1911;80;2021-07-28 16:04:00 UTC--2021-07-28 16:48:00 UTC;44
1912;80;2021-07-29 09:47:00 UTC--2021-07-29 10:35:00 UTC;48
1913;80;2021-07-27 16:29:00 UTC--2021-07-27 17:44:00 UTC;75
