"idno";"intnum";"start";"end";"timebtwints"
356;114;2021-08-08 14:36:00;2021-08-08 15:23:00;100
358;114;2021-08-09 12:02:00;2021-08-09 12:38:00;1239
1432;114;2021-08-09 15:02:00;2021-08-09 15:52:00;144
359;114;2021-08-10 12:02:00;2021-08-10 13:22:00;1210
1430;114;2021-08-11 09:31:00;2021-08-11 10:23:00;1209
360;114;2021-08-12 18:53:00;2021-08-12 19:49:00;1950
1429;114;2021-08-12 20:21:00;2021-08-12 21:20:00;32
1433;114;2021-08-13 09:23:00;2021-08-13 10:12:00;723
1263;115;2021-07-21 15:27:00;2021-07-21 16:19:00;NA
763;115;2021-07-21 17:26:00;2021-07-21 18:34:00;67
767;115;2021-07-23 19:50:00;2021-07-23 20:28:00;2956
1262;115;2021-07-24 16:20:00;2021-07-24 17:03:00;1192
1266;115;2021-07-24 19:05:00;2021-07-24 20:03:00;122
1265;115;2021-07-26 19:51:00;2021-07-26 20:49:00;2868
766;115;2021-07-28 19:56:00;2021-07-28 20:34:00;2827
1264;115;2021-07-30 17:42:00;2021-07-30 18:37:00;2708
2280;116;2021-07-08 16:19:00;2021-07-08 17:08:00;NA
2277;116;2021-07-09 15:54:00;2021-07-09 16:53:00;1366
2275;116;2021-07-10 13:03:00;2021-07-10 13:49:00;1210
2278;116;2021-07-11 17:13:00;2021-07-11 18:03:00;1644
2276;116;2021-07-12 11:29:00;2021-07-12 12:05:00;1046
3319;116;2021-07-16 16:57:00;2021-07-16 17:39:00;6052
3320;116;2021-07-16 18:30:00;2021-07-16 19:22:00;51
3323;116;2021-07-16 19:57:00;2021-07-16 20:49:00;35
2279;116;2021-07-17 16:56:00;2021-07-17 17:59:00;1207
3322;116;2021-07-20 12:10:00;2021-07-20 13:05:00;3971
3324;116;2021-07-20 13:50:00;2021-07-20 14:42:00;45
956;117;2021-08-23 14:33:00;2021-08-23 15:17:00;NA
2182;117;2021-08-24 17:43:00;2021-08-24 18:20:00;1586
960;117;2021-08-25 12:00:00;2021-08-25 12:57:00;1060
2183;117;2021-08-25 14:21:00;2021-08-25 15:10:00;84
959;117;2021-08-26 11:11:00;2021-08-26 11:59:00;1201
2179;117;2021-08-26 13:27:00;2021-08-26 14:19:00;88
2181;117;2021-08-26 15:07:00;2021-08-26 16:04:00;48
955;117;2021-08-27 14:57:00;2021-08-27 15:31:00;1373
957;117;2021-08-27 17:55:00;2021-08-27 18:37:00;144
2180;117;2021-08-29 17:33:00;2021-08-29 18:28:00;2816
239;118;2021-07-09 18:51:00;2021-07-09 19:59:00;NA
235;118;2021-07-11 14:48:00;2021-07-11 15:27:00;2569
237;118;2021-07-12 14:46:00;2021-07-12 15:44:00;1399
238;118;2021-07-13 16:28:00;2021-07-13 17:13:00;1484
1645;118;2021-07-21 17:38:00;2021-07-21 18:44:00;11545
1646;118;2021-07-24 09:50:00;2021-07-24 10:29:00;3786
1650;118;2021-07-26 21:12:00;2021-07-26 21:56:00;3523
1648;118;2021-07-31 16:08:00;2021-07-31 17:02:00;6852
2523;118;2021-08-11 20:57:00;2021-08-11 21:48:00;16075
2524;118;2021-08-13 17:55:00;2021-08-13 18:39:00;2647
2521;118;2021-08-14 21:03:00;2021-08-14 21:39:00;1584
2522;118;2021-08-16 17:26:00;2021-08-16 18:03:00;2627
2599;119;2021-08-23 16:15:00;2021-08-23 17:15:00;NA
2602;119;2021-08-26 17:39:00;2021-08-26 18:33:00;4344
2604;119;2021-08-30 13:22:00;2021-08-30 14:28:00;5449
2235;119;2021-09-16 18:44:00;2021-09-16 19:39:00;24736
2238;119;2021-09-16 20:42:00;2021-09-16 21:37:00;63
2236;119;2021-09-17 18:28:00;2021-09-17 19:24:00;1251
2234;119;2021-09-24 18:25:00;2021-09-24 19:03:00;10021
2233;119;2021-09-26 09:38:00;2021-09-26 10:29:00;2315
2750;120;2021-07-07 15:49:00;2021-07-07 16:46:00;NA
2753;120;2021-07-07 19:01:00;2021-07-07 19:48:00;135
2752;120;2021-07-09 20:26:00;2021-07-09 21:26:00;2918
2749;120;2021-07-12 16:13:00;2021-07-12 17:05:00;4007
2751;120;2021-07-13 19:42:00;2021-07-13 20:21:00;1597
772;120;2021-07-22 11:52:00;2021-07-22 12:44:00;12451
774;120;2021-07-22 13:50:00;2021-07-22 14:57:00;66
769;120;2021-07-25 11:42:00;2021-07-25 12:38:00;4125
770;120;2021-07-27 15:30:00;2021-07-27 16:25:00;3052
557;120;2021-08-07 16:00:00;2021-08-07 16:41:00;15815
554;120;2021-08-10 14:15:00;2021-08-10 15:04:00;4174
2636;121;2021-07-22 16:07:00;2021-07-22 17:50:00;NA
2637;121;2021-07-22 17:48:00;2021-07-22 18:51:00;-2
2638;121;2021-07-25 16:21:00;2021-07-25 17:12:00;4170
2639;121;2021-07-27 14:34:00;2021-07-27 15:15:00;2722
2640;121;2021-07-27 16:42:00;2021-07-27 17:13:00;87
2662;121;2021-08-17 11:40:00;2021-08-17 13:11:00;29907
2664;121;2021-08-17 13:55:00;2021-08-17 14:42:00;44
2659;121;2021-08-18 17:25:00;2021-08-18 19:09:00;1603
2663;121;2021-08-18 20:27:00;2021-08-18 21:49:00;78
2660;121;2021-08-22 11:07:00;2021-08-22 12:15:00;5118
3025;122;2021-07-13 10:48:00;2021-07-13 11:47:00;NA
647;122;2021-07-14 14:53:00;2021-07-14 15:49:00;1626
3026;122;2021-07-16 16:15:00;2021-07-16 17:10:00;2906
3029;122;2021-07-17 10:47:00;2021-07-17 11:34:00;1057
645;122;2021-07-18 17:58:00;2021-07-18 18:34:00;1824
3027;122;2021-07-18 19:48:00;2021-07-18 20:54:00;74
3028;122;2021-07-18 21:51:00;2021-07-18 22:37:00;57
3030;122;2021-07-21 12:11:00;2021-07-21 13:14:00;3694
646;122;2021-07-22 16:03:00;2021-07-22 17:05:00;1609
648;122;2021-07-24 17:54:00;2021-07-24 18:49:00;2929
295;122;2021-08-04 16:34:00;2021-08-04 17:36:00;15705
1862;122;2021-08-05 16:11:00;2021-08-05 16:54:00;1355
297;122;2021-08-06 15:23:00;2021-08-06 16:31:00;1349
296;122;2021-08-07 17:00:00;2021-08-07 17:57:00;1469
1866;122;2021-08-08 18:49:00;2021-08-08 19:32:00;1492
1865;122;2021-08-09 14:59:00;2021-08-09 15:41:00;1167
1863;122;2021-08-10 10:33:00;2021-08-10 11:22:00;1132
1864;122;2021-08-11 12:27:00;2021-08-11 13:16:00;1505
299;122;2021-08-12 18:10:00;2021-08-12 18:58:00;1734
298;122;2021-08-13 11:59:00;2021-08-13 12:41:00;1021
2697;123;2021-09-06 17:55:00;2021-09-06 18:52:00;NA
3340;123;2021-09-07 13:12:00;2021-09-07 13:59:00;1100
2699;123;2021-09-09 15:03:00;2021-09-09 15:54:00;2944
3341;123;2021-09-09 17:01:00;2021-09-09 17:44:00;67
3339;123;2021-09-11 17:36:00;2021-09-11 18:25:00;2872
3338;123;2021-09-12 19:58:00;2021-09-12 20:46:00;1533
2698;123;2021-09-14 07:47:00;2021-09-14 08:42:00;2101
3342;123;2021-09-15 14:20:00;2021-09-15 15:00:00;1778
2700;123;2021-09-18 18:50:00;2021-09-18 19:28:00;4550
2800;124;2021-08-30 17:41:00;2021-08-30 19:11:00;NA
2801;124;2021-08-30 19:44:00;2021-08-30 21:04:00;33
2802;124;2021-08-30 21:43:00;2021-08-30 22:33:00;39
2797;124;2021-08-31 12:19:00;2021-08-31 13:25:00;826
2301;124;2021-09-14 20:11:00;2021-09-14 21:13:00;20566
2302;124;2021-09-18 10:51:00;2021-09-18 11:27:00;5138
2300;124;2021-09-19 12:41:00;2021-09-19 13:24:00;1514
2304;124;2021-09-19 14:20:00;2021-09-19 14:59:00;56
2303;124;2021-09-20 12:56:00;2021-09-20 13:35:00;1317
3226;125;2021-07-21 21:03:00;2021-07-21 22:19:00;NA
3224;125;2021-07-22 12:40:00;2021-07-22 13:40:00;861
3225;125;2021-07-22 15:16:00;2021-07-22 16:19:00;96
3227;125;2021-07-27 21:49:00;2021-07-27 22:41:00;7530
3228;125;2021-07-28 18:16:00;2021-07-28 19:12:00;1175
2509;125;2021-08-01 11:10:00;2021-08-01 12:27:00;5278
2510;125;2021-08-01 13:57:00;2021-08-01 15:06:00;90
2512;125;2021-08-01 17:35:00;2021-08-01 18:10:00;149
2511;125;2021-08-03 17:05:00;2021-08-03 18:06:00;2815
2514;125;2021-08-03 20:46:00;2021-08-03 21:20:00;160
308;125;2021-08-04 18:17:00;2021-08-04 19:10:00;1257
1505;125;2021-08-06 13:36:00;2021-08-06 14:38:00;2546
307;125;2021-08-06 15:45:00;2021-08-06 16:38:00;67
310;125;2021-08-06 17:48:00;2021-08-06 18:54:00;70
312;125;2021-08-06 21:21:00;2021-08-06 22:27:00;147
311;125;2021-08-07 09:19:00;2021-08-07 09:55:00;652
1504;125;2021-08-08 17:14:00;2021-08-08 17:59:00;1879
1501;125;2021-08-09 19:25:00;2021-08-09 20:04:00;1526
309;125;2021-08-10 16:48:00;2021-08-10 17:35:00;1244
1502;125;2021-08-12 18:34:00;2021-08-12 19:17:00;2939
998;126;2021-07-07 11:12:00;2021-07-07 12:17:00;NA
999;126;2021-07-10 16:20:00;2021-07-10 17:23:00;4563
1001;126;2021-07-10 19:04:00;2021-07-10 20:03:00;101
1000;126;2021-07-13 16:06:00;2021-07-13 16:46:00;4083
1002;126;2021-07-13 17:46:00;2021-07-13 18:16:00;60
1103;126;2021-07-14 17:45:00;2021-07-14 18:22:00;1409
1101;126;2021-07-18 16:04:00;2021-07-18 17:00:00;5622
1100;126;2021-07-19 15:09:00;2021-07-19 15:48:00;1329
1104;126;2021-07-19 17:02:00;2021-07-19 18:06:00;74
93;126;2021-08-07 12:10:00;2021-08-07 12:58:00;27004
91;126;2021-08-10 15:27:00;2021-08-10 16:15:00;4469
96;126;2021-08-10 17:31:00;2021-08-10 18:19:00;76
94;126;2021-08-11 13:56:00;2021-08-11 14:48:00;1177
175;127;2021-07-13 16:44:00;2021-07-13 17:23:00;NA
180;127;2021-07-16 13:53:00;2021-07-16 15:10:00;4110
177;127;2021-07-18 11:17:00;2021-07-18 12:21:00;2647
178;127;2021-07-19 15:43:00;2021-07-19 16:27:00;1642
2569;127;2021-07-22 14:03:00;2021-07-22 14:47:00;4176
2570;127;2021-07-23 13:04:00;2021-07-23 14:06:00;1337
2290;127;2021-07-23 16:49:00;2021-07-23 17:57:00;163
2288;127;2021-07-24 16:27:00;2021-07-24 17:20:00;1350
2289;127;2021-07-24 18:40:00;2021-07-24 19:47:00;80
176;127;2021-07-25 17:07:00;2021-07-25 18:13:00;1280
2287;127;2021-07-25 19:39:00;2021-07-25 20:36:00;86
2571;127;2021-07-26 17:06:00;2021-07-26 17:50:00;1230
2291;127;2021-07-27 18:58:00;2021-07-27 19:43:00;1508
2573;127;2021-07-28 17:02:00;2021-07-28 17:37:00;1279
845;128;2021-08-22 17:48:00;2021-08-22 18:38:00;NA
843;128;2021-08-23 12:08:00;2021-08-23 12:50:00;1050
844;128;2021-08-27 16:45:00;2021-08-27 17:54:00;5995
841;128;2021-08-30 18:23:00;2021-08-30 19:13:00;4349
2398;128;2021-09-15 18:48:00;2021-09-15 19:23:00;23015
2396;128;2021-09-17 19:17:00;2021-09-17 19:59:00;2874
2400;128;2021-09-19 19:31:00;2021-09-19 20:22:00;2852
2399;128;2021-09-20 18:07:00;2021-09-20 18:39:00;1305
2395;128;2021-09-21 12:24:00;2021-09-21 13:06:00;1065
3161;129;2021-07-09 15:51:00;2021-07-09 17:03:00;NA
3158;129;2021-07-10 11:59:00;2021-07-10 12:46:00;1136
3159;129;2021-07-10 14:21:00;2021-07-10 15:01:00;95
3160;129;2021-07-13 11:56:00;2021-07-13 12:32:00;4135
3162;129;2021-07-13 13:29:00;2021-07-13 14:28:00;57
1385;130;2021-07-15 10:41:00;2021-07-15 11:36:00;NA
1383;130;2021-07-16 19:57:00;2021-07-16 20:35:00;1941
1382;130;2021-07-18 07:51:00;2021-07-18 08:35:00;2116
1386;130;2021-07-19 14:38:00;2021-07-19 15:48:00;1803
2720;130;2021-07-21 10:34:00;2021-07-21 11:38:00;2566
2723;130;2021-07-21 12:24:00;2021-07-21 13:36:00;46
2724;130;2021-07-22 19:32:00;2021-07-22 20:30:00;1796
1381;130;2021-07-22 21:18:00;2021-07-22 21:57:00;48
1467;130;2021-07-24 17:24:00;2021-07-24 18:21:00;2607
2721;130;2021-07-24 20:02:00;2021-07-24 21:09:00;101
2719;130;2021-07-25 08:16:00;2021-07-25 09:03:00;667
1465;130;2021-07-26 16:41:00;2021-07-26 17:32:00;1898
1469;130;2021-07-26 18:16:00;2021-07-26 18:57:00;44
1470;130;2021-07-27 21:08:00;2021-07-27 21:44:00;1571
2066;131;2021-08-06 15:56:00;2021-08-06 16:45:00;NA
2068;131;2021-08-07 14:56:00;2021-08-07 15:31:00;1331
2065;131;2021-08-09 15:35:00;2021-08-09 16:17:00;2884
2070;131;2021-08-13 17:58:00;2021-08-13 18:53:00;5861
2067;131;2021-08-16 16:39:00;2021-08-16 17:19:00;4186
2405;131;2021-08-24 21:36:00;2021-08-24 22:24:00;11777
2402;131;2021-08-25 18:14:00;2021-08-25 18:56:00;1190
2401;131;2021-08-26 13:56:00;2021-08-26 14:54:00;1140
2406;131;2021-08-26 15:54:00;2021-08-26 16:29:00;60
1403;131;2021-09-04 15:24:00;2021-09-04 16:19:00;12895
2246;131;2021-09-04 19:16:00;2021-09-04 20:45:00;177
2248;131;2021-09-04 21:27:00;2021-09-04 22:27:00;42
1400;131;2021-09-06 13:35:00;2021-09-06 14:31:00;2348
1401;131;2021-09-06 16:04:00;2021-09-06 16:54:00;93
2245;131;2021-09-07 14:36:00;2021-09-07 15:11:00;1302
1402;131;2021-09-08 12:49:00;2021-09-08 13:53:00;1298
1404;131;2021-09-10 19:04:00;2021-09-10 20:13:00;3191
2566;132;2021-07-29 10:40:00;2021-07-29 11:49:00;NA
2567;132;2021-07-29 12:27:00;2021-07-29 13:26:00;38
2565;132;2021-07-31 17:26:00;2021-07-31 18:28:00;3120
2568;132;2021-07-31 20:04:00;2021-07-31 21:07:00;96
1736;132;2021-08-05 16:58:00;2021-08-05 17:52:00;6951
868;132;2021-08-07 16:54:00;2021-08-07 17:40:00;2822
866;132;2021-08-09 17:43:00;2021-08-09 18:56:00;2883
1740;132;2021-08-10 09:33:00;2021-08-10 10:22:00;877
865;132;2021-08-10 11:01:00;2021-08-10 12:10:00;39
867;132;2021-08-15 15:27:00;2021-08-15 16:06:00;7397
1737;132;2021-08-17 13:21:00;2021-08-17 14:02:00;2715
1534;133;2021-07-22 12:59:00;2021-07-22 13:44:00;NA
1801;133;2021-08-15 15:36:00;2021-08-15 16:16:00;34672
1805;133;2021-08-19 16:30:00;2021-08-19 17:04:00;5774
1804;133;2021-08-20 19:14:00;2021-08-20 20:09:00;1570
1802;133;2021-08-24 14:03:00;2021-08-24 15:07:00;5394
2960;134;2021-07-07 17:37:00;2021-07-07 18:20:00;NA
2964;134;2021-07-07 20:09:00;2021-07-07 21:24:00;109
2963;134;2021-07-10 12:05:00;2021-07-10 12:49:00;3761
2959;134;2021-07-12 18:53:00;2021-07-12 19:56:00;3244
2410;134;2021-07-13 20:01:00;2021-07-13 21:16:00;1445
2961;134;2021-07-14 11:34:00;2021-07-14 12:47:00;858
2407;134;2021-07-14 13:14:00;2021-07-14 14:27:00;27
2408;134;2021-07-18 17:27:00;2021-07-18 18:07:00;5940
2409;134;2021-07-19 16:30:00;2021-07-19 17:17:00;1343
1651;134;2021-07-23 14:11:00;2021-07-23 15:20:00;5574
1652;134;2021-07-23 16:37:00;2021-07-23 17:54:00;77
2412;134;2021-07-23 20:05:00;2021-07-23 21:22:00;131
1653;134;2021-07-25 17:09:00;2021-07-25 18:10:00;2627
1655;134;2021-07-25 19:38:00;2021-07-25 20:48:00;88
1654;134;2021-07-26 19:05:00;2021-07-26 19:44:00;1337
1656;134;2021-07-26 20:49:00;2021-07-26 21:38:00;65
3219;135;2021-09-05 15:41:00;2021-09-05 16:54:00;NA
3222;135;2021-09-06 17:54:00;2021-09-06 18:40:00;1500
3218;135;2021-09-08 13:15:00;2021-09-08 14:29:00;2555
3220;135;2021-09-09 14:10:00;2021-09-09 15:20:00;1421
2413;135;2021-09-13 16:54:00;2021-09-13 17:40:00;5854
2414;135;2021-09-14 18:38:00;2021-09-14 19:25:00;1498
2415;135;2021-09-15 17:23:00;2021-09-15 18:19:00;1318
2417;135;2021-09-16 11:45:00;2021-09-16 12:28:00;1046
2418;135;2021-09-25 09:58:00;2021-09-25 10:38:00;12810
1292;136;2021-08-17 14:59:00;2021-08-17 16:08:00;NA
1291;136;2021-08-21 11:41:00;2021-08-21 12:31:00;5493
1296;136;2021-08-22 19:48:00;2021-08-22 20:50:00;1877
1293;136;2021-08-23 18:51:00;2021-08-23 19:57:00;1321
1295;136;2021-08-26 19:10:00;2021-08-26 20:07:00;4273
834;136;2021-09-15 18:16:00;2021-09-15 19:31:00;28689
830;136;2021-09-17 11:09:00;2021-09-17 12:02:00;2378
831;136;2021-09-17 12:50:00;2021-09-17 13:52:00;48
832;136;2021-09-17 15:00:00;2021-09-17 15:54:00;68
680;137;2021-08-21 14:55:00;2021-08-21 16:02:00;NA
681;137;2021-08-25 18:10:00;2021-08-25 18:52:00;5888
682;137;2021-08-29 16:04:00;2021-08-29 17:04:00;5592
1683;137;2021-09-04 20:53:00;2021-09-04 21:51:00;8869
1682;137;2021-09-06 21:21:00;2021-09-06 22:27:00;2850
2479;137;2021-09-07 11:27:00;2021-09-07 12:30:00;780
2480;137;2021-09-07 13:10:00;2021-09-07 13:54:00;40
1681;137;2021-09-08 21:51:00;2021-09-08 22:44:00;1917
1684;137;2021-09-09 18:02:00;2021-09-09 18:48:00;1158
2484;137;2021-09-10 16:25:00;2021-09-10 17:31:00;1297
2481;137;2021-09-11 10:36:00;2021-09-11 11:17:00;1025
1765;138;2021-07-07 11:08:00;2021-07-07 12:38:00;NA
1770;138;2021-07-08 17:52:00;2021-07-08 18:28:00;1754
1766;138;2021-07-09 13:54:00;2021-07-09 15:07:00;1166
1768;138;2021-07-11 10:57:00;2021-07-11 11:39:00;2630
1769;138;2021-07-11 12:22:00;2021-07-11 12:56:00;43
1642;138;2021-07-20 19:46:00;2021-07-20 20:35:00;13370
1641;138;2021-07-24 18:45:00;2021-07-24 19:54:00;5650
1640;138;2021-07-27 18:09:00;2021-07-27 19:25:00;4215
1643;138;2021-07-27 20:09:00;2021-07-27 21:05:00;44
1639;138;2021-07-29 18:04:00;2021-07-29 19:04:00;2699
58;139;2021-09-06 16:40:00;2021-09-06 17:49:00;NA
60;139;2021-09-06 19:20:00;2021-09-06 20:17:00;91
3369;139;2021-09-06 21:42:00;2021-09-06 22:42:00;85
59;139;2021-09-07 18:36:00;2021-09-07 19:26:00;1194
3370;139;2021-09-08 11:20:00;2021-09-08 12:07:00;954
57;139;2021-09-09 16:04:00;2021-09-09 17:08:00;1677
3368;139;2021-09-09 18:27:00;2021-09-09 19:18:00;79
55;139;2021-09-14 18:02:00;2021-09-14 18:56:00;7124
3367;139;2021-09-16 13:58:00;2021-09-16 15:00:00;2582
1091;140;2021-08-07 11:02:00;2021-08-07 12:12:00;NA
1087;140;2021-08-08 15:21:00;2021-08-08 16:13:00;1629
1088;140;2021-08-09 20:17:00;2021-08-09 21:09:00;1684
1090;140;2021-08-10 17:33:00;2021-08-10 18:12:00;1224
1362;140;2021-08-15 18:56:00;2021-08-15 19:37:00;7244
1361;140;2021-08-19 13:03:00;2021-08-19 14:06:00;5366
1358;140;2021-08-20 15:37:00;2021-08-20 16:44:00;1531
1360;140;2021-08-20 19:40:00;2021-08-20 20:41:00;176
1359;140;2021-08-21 15:34:00;2021-08-21 17:01:00;1133
1784;141;2021-07-10 15:01:00;2021-07-10 15:44:00;NA
1785;141;2021-07-13 18:57:00;2021-07-13 19:38:00;4513
1787;141;2021-07-14 19:55:00;2021-07-14 20:46:00;1457
2682;141;2021-07-22 11:57:00;2021-07-22 13:00:00;10991
2677;141;2021-07-23 19:06:00;2021-07-23 20:16:00;1806
2680;141;2021-07-25 18:31:00;2021-07-25 19:50:00;2775
2681;141;2021-07-26 14:15:00;2021-07-26 15:08:00;1105
2679;141;2021-07-27 19:39:00;2021-07-27 20:53:00;1711
41;141;2021-08-07 15:22:00;2021-08-07 16:13:00;15509
42;141;2021-08-08 13:25:00;2021-08-08 14:27:00;1272
37;141;2021-08-09 14:45:00;2021-08-09 15:41:00;1458
39;141;2021-08-11 18:39:00;2021-08-11 19:27:00;3058
40;141;2021-08-11 20:26:00;2021-08-11 21:23:00;59
1742;142;2021-07-07 15:30:00;2021-07-07 16:28:00;NA
1744;142;2021-07-10 17:23:00;2021-07-10 18:22:00;4375
1743;142;2021-07-11 12:46:00;2021-07-11 13:31:00;1104
1745;142;2021-07-16 19:01:00;2021-07-16 19:34:00;7530
1527;143;2021-07-11 16:55:00;2021-07-11 17:46:00;NA
1529;143;2021-07-11 19:10:00;2021-07-11 19:52:00;84
1525;143;2021-07-12 12:57:00;2021-07-12 13:45:00;1025
1526;143;2021-07-12 14:34:00;2021-07-12 15:17:00;49
1530;143;2021-07-16 19:30:00;2021-07-16 20:31:00;6013
3122;143;2021-08-11 14:33:00;2021-08-11 15:11:00;37082
3126;143;2021-08-12 15:40:00;2021-08-12 16:55:00;1469
3123;143;2021-08-13 15:57:00;2021-08-13 17:00:00;1382
3125;143;2021-08-13 18:37:00;2021-08-13 19:35:00;97
492;144;2021-07-15 17:38:00;2021-07-15 18:23:00;NA
487;144;2021-07-17 08:05:00;2021-07-17 08:50:00;2262
490;144;2021-07-19 16:18:00;2021-07-19 17:06:00;3328
491;144;2021-07-23 16:59:00;2021-07-23 17:50:00;5753
489;144;2021-07-24 15:30:00;2021-07-24 16:26:00;1300
946;144;2021-08-07 14:31:00;2021-08-07 15:14:00;20045
945;144;2021-08-08 12:54:00;2021-08-08 13:47:00;1300
948;144;2021-08-08 16:02:00;2021-08-08 16:37:00;135
944;144;2021-08-12 18:26:00;2021-08-12 19:24:00;5869
3274;145;2021-07-24 17:04:00;2021-07-24 17:47:00;NA
3276;145;2021-07-24 18:57:00;2021-07-24 20:02:00;70
3273;145;2021-07-27 12:32:00;2021-07-27 13:07:00;3870
3275;145;2021-07-27 14:11:00;2021-07-27 15:02:00;64
3272;145;2021-07-30 15:51:00;2021-07-30 16:26:00;4369
1824;145;2021-08-18 20:19:00;2021-08-18 21:00:00;27593
1820;145;2021-08-20 14:58:00;2021-08-20 16:10:00;2518
1823;145;2021-08-21 13:22:00;2021-08-21 14:09:00;1272
1819;145;2021-08-25 16:56:00;2021-08-25 17:52:00;5927
1821;145;2021-08-29 20:56:00;2021-08-29 21:46:00;5944
3054;146;2021-08-17 12:19:00;2021-08-17 13:02:00;NA
3050;146;2021-08-18 15:55:00;2021-08-18 16:52:00;1613
3051;146;2021-08-18 18:27:00;2021-08-18 19:22:00;95
3049;146;2021-08-22 11:27:00;2021-08-22 12:13:00;5285
1184;146;2021-08-30 14:44:00;2021-08-30 15:35:00;11671
1183;146;2021-09-02 15:04:00;2021-09-02 15:52:00;4289
1185;146;2021-09-02 17:24:00;2021-09-02 18:22:00;92
1187;146;2021-09-05 18:43:00;2021-09-05 19:33:00;4341
1188;146;2021-09-08 20:00:00;2021-09-08 21:01:00;4347
1374;147;2021-07-15 20:15:00;2021-07-15 21:00:00;NA
1373;147;2021-07-19 21:13:00;2021-07-19 21:53:00;5773
1371;147;2021-07-20 17:12:00;2021-07-20 17:50:00;1159
1372;147;2021-07-21 17:41:00;2021-07-21 18:15:00;1431
537;147;2021-08-04 13:34:00;2021-08-04 14:16:00;19879
686;147;2021-08-05 18:06:00;2021-08-05 19:08:00;1670
535;147;2021-08-05 20:19:00;2021-08-05 20:54:00;71
540;147;2021-08-05 21:41:00;2021-08-05 22:37:00;47
690;147;2021-08-06 15:47:00;2021-08-06 16:35:00;1030
689;147;2021-08-07 16:42:00;2021-08-07 17:29:00;1447
2251;147;2021-08-07 18:30:00;2021-08-07 19:12:00;61
2255;147;2021-08-09 18:54:00;2021-08-09 19:23:00;2862
539;147;2021-08-10 14:56:00;2021-08-10 15:52:00;1173
2252;147;2021-08-13 18:52:00;2021-08-13 19:29:00;4500
2256;147;2021-08-14 20:01:00;2021-08-14 21:06:00;1472
1196;148;2021-07-07 19:48:00;2021-07-07 20:47:00;NA
1195;148;2021-07-08 12:19:00;2021-07-08 13:17:00;932
1200;148;2021-07-10 13:20:00;2021-07-10 14:21:00;2883
2782;148;2021-07-14 11:05:00;2021-07-14 11:59:00;5564
1197;148;2021-07-14 13:13:00;2021-07-14 14:03:00;74
2784;148;2021-07-15 14:13:00;2021-07-15 14:54:00;1450
2783;148;2021-07-18 20:30:00;2021-07-18 21:14:00;4656
112;148;2021-07-22 11:41:00;2021-07-22 12:52:00;5187
110;148;2021-07-23 19:27:00;2021-07-23 20:24:00;1835
114;148;2021-07-25 12:46:00;2021-07-25 13:41:00;2422
111;148;2021-07-26 17:20:00;2021-07-26 18:21:00;1659
1855;148;2021-08-02 09:28:00;2021-08-02 10:17:00;9547
1858;148;2021-08-02 12:26:00;2021-08-02 13:18:00;129
1860;148;2021-08-02 14:11:00;2021-08-02 14:55:00;53
1009;148;2021-08-06 11:15:00;2021-08-06 12:11:00;5540
1010;148;2021-08-06 13:01:00;2021-08-06 14:04:00;50
1012;148;2021-08-06 15:36:00;2021-08-06 16:29:00;92
1856;148;2021-08-06 17:35:00;2021-08-06 18:27:00;66
1014;148;2021-08-12 14:34:00;2021-08-12 15:21:00;8407
1915;149;2021-07-22 10:28:00;2021-07-22 11:23:00;NA
1916;149;2021-07-23 14:22:00;2021-07-23 15:24:00;1619
1917;149;2021-07-23 16:13:00;2021-07-23 17:02:00;49
1167;149;2021-08-17 15:39:00;2021-08-17 16:17:00;35917
1168;149;2021-08-17 17:07:00;2021-08-17 18:19:00;50
1165;149;2021-08-20 18:30:00;2021-08-20 19:27:00;4331
2605;150;2021-07-10 12:18:00;2021-07-10 13:23:00;NA
2606;150;2021-07-12 19:10:00;2021-07-12 20:31:00;3227
2609;150;2021-07-12 20:58:00;2021-07-12 21:38:00;27
2607;150;2021-07-13 16:41:00;2021-07-13 17:39:00;1143
2608;150;2021-07-13 18:11:00;2021-07-13 19:02:00;32
2610;150;2021-07-14 15:41:00;2021-07-14 16:22:00;1239
1624;150;2021-07-21 18:49:00;2021-07-21 19:48:00;10227
1623;150;2021-07-22 20:03:00;2021-07-22 21:02:00;1455
1625;150;2021-07-27 15:56:00;2021-07-27 16:59:00;6894
1569;150;2021-07-28 16:57:00;2021-07-28 18:05:00;1438
1572;150;2021-07-29 14:20:00;2021-07-29 15:08:00;1215
1622;150;2021-07-30 18:55:00;2021-07-30 19:29:00;1667
1142;150;2021-07-30 20:32:00;2021-07-30 21:23:00;63
1143;150;2021-08-01 19:25:00;2021-08-01 20:19:00;2762
1146;150;2021-08-02 13:16:00;2021-08-02 14:10:00;1017
1144;150;2021-08-03 13:12:00;2021-08-03 14:19:00;1382
1145;150;2021-08-03 14:44:00;2021-08-03 15:41:00;25
1567;150;2021-08-05 17:00:00;2021-08-05 18:10:00;2959
1570;150;2021-08-05 21:18:00;2021-08-05 22:11:00;188
3240;151;2021-07-07 16:20:00;2021-07-07 17:10:00;NA
757;151;2021-07-08 18:34:00;2021-07-08 19:23:00;1524
761;151;2021-07-08 20:15:00;2021-07-08 21:19:00;52
758;151;2021-07-09 17:15:00;2021-07-09 18:19:00;1196
3236;151;2021-07-10 15:38:00;2021-07-10 16:14:00;1279
762;151;2021-07-11 19:03:00;2021-07-11 20:00:00;1609
